    Time,sec      Abs(UY,mm)      Abs(UZ,mm)   Phase(UY,deg)   Phase(UZ,deg)       Freqz(Hz)=189.16       Freqy(Hz)=189.16
    0.047150        0.007756        0.007756      -60.899905         -150.90       39.29        1.56
    0.047200        0.007756        0.007756      -60.539685         -150.54       39.29        1.56
    0.047250        0.007756        0.007756      -60.179467         -150.18       39.29        1.56
    0.047300        0.007756        0.007756      -59.819253         -149.82       39.29        1.56
    0.047350        0.007756        0.007756      -59.459042         -149.46       39.29        1.56
    0.047400        0.007756        0.007756      -59.098833         -149.10       39.29        1.56
    0.047450        0.007756        0.007756      -58.738627         -148.74       39.29        1.56
    0.047500        0.007756        0.007756      -58.378424         -148.38       39.29        1.56
    0.047550        0.007756        0.007756      -58.018224         -148.02       39.29        1.56
    0.047600        0.007756        0.007756      -57.658027         -147.66       39.29        1.56
    0.047650        0.007756        0.007756      -57.297832         -147.30       39.29        1.56
    0.047700        0.007756        0.007756      -56.937641         -146.94       39.29        1.56
    0.047750        0.007756        0.007756      -56.577452         -146.58       39.29        1.56
    0.047800        0.007756        0.007756      -56.217265         -146.22       39.29        1.56
    0.047850        0.007756        0.007756      -55.857081         -145.86       39.29        1.56
    0.047900        0.007756        0.007756      -55.496900         -145.50       39.29        1.56
    0.047950        0.007756        0.007756      -55.136722         -145.14       39.30        1.56
    0.048000        0.007756        0.007756      -54.776546         -144.78       39.30        1.56
    0.048050        0.007756        0.007756      -54.416372         -144.42       39.30        1.56
    0.048100        0.007756        0.007756      -54.056202         -144.06       39.30        1.56
    0.048150        0.007756        0.007756      -53.696033         -143.70       39.30        1.56
    0.048200        0.007756        0.007756      -53.335867         -143.34       39.30        1.56
    0.048250        0.007756        0.007756      -52.975704         -142.98       39.30        1.56
    0.048300        0.007756        0.007756      -52.615543         -142.62       39.30        1.56
    0.048350        0.007756        0.007756      -52.255385         -142.26       39.30        1.56
    0.048400        0.007756        0.007756      -51.895229         -141.90       39.30        1.56
    0.048450        0.007756        0.007756      -51.535075         -141.54       39.30        1.56
    0.048500        0.007756        0.007756      -51.174924         -141.17       39.30        1.56
    0.048550        0.007756        0.007756      -50.814775         -140.81       39.30        1.56
    0.048600        0.007756        0.007756      -50.454628         -140.45       39.30        1.56
    0.048650        0.007756        0.007756      -50.094484         -140.09       39.30        1.56
    0.048700        0.007756        0.007756      -49.734342         -139.73       39.30        1.56
    0.048750        0.007756        0.007756      -49.374202         -139.37       39.30        1.56
    0.048800        0.007756        0.007756      -49.014064         -139.01       39.30        1.56
    0.048850        0.007757        0.007757      -48.653929         -138.65       39.30        1.56
    0.048900        0.007757        0.007757      -48.293796         -138.29       39.30        1.56
    0.048950        0.007757        0.007757      -47.933665         -137.93       39.30        1.56
    0.049000        0.007757        0.007757      -47.573536         -137.57       39.30        1.56
    0.049050        0.007757        0.007757      -47.213409         -137.21       39.30        1.56
    0.049100        0.007757        0.007757      -46.853284         -136.85       39.30        1.56
    0.049150        0.007757        0.007757      -46.493162         -136.49       39.30        1.56
    0.049200        0.007757        0.007757      -46.133041         -136.13       39.30        1.56
    0.049250        0.007757        0.007757      -45.772923         -135.77       39.30        1.56
    0.049300        0.007757        0.007757      -45.412806         -135.41       39.30        1.56
    0.049350        0.007757        0.007757      -45.052692         -135.05       39.30        1.56
    0.049400        0.007757        0.007757      -44.692579         -134.69       39.30        1.56
    0.049450        0.007757        0.007757      -44.332469         -134.33       39.30        1.56
    0.049500        0.007757        0.007757      -43.972360         -133.97       39.30        1.56
    0.049550        0.007757        0.007757      -43.612254         -133.61       39.30        1.56
    0.049600        0.007757        0.007757      -43.252149         -133.25       39.30        1.56
    0.049650        0.007757        0.007757      -42.892046         -132.89       39.30        1.56
    0.049700        0.007757        0.007757      -42.531945         -132.53       39.30        1.56
    0.049750        0.007757        0.007757      -42.171846         -132.17       39.30        1.56
    0.049800        0.007757        0.007757      -41.811748         -131.81       39.30        1.56
    0.049850        0.007757        0.007757      -41.451653         -131.45       39.30        1.56
    0.049900        0.007757        0.007757      -41.091559         -131.09       39.30        1.56
    0.049950        0.007757        0.007757      -40.731467         -130.73       39.30        1.56
    0.050000        0.007757        0.007757      -40.371377         -130.37       39.30        1.56
    0.050050        0.007757        0.007757      -40.011288         -130.01       39.30        1.56
    0.050100        0.007757        0.007757      -39.651201         -129.65       39.30        1.56
    0.050150        0.007757        0.007757      -39.291116         -129.29       39.30        1.56
    0.050200        0.007757        0.007757      -38.931033         -128.93       39.30        1.56
    0.050250        0.007757        0.007757      -38.570951         -128.57       39.30        1.56
    0.050300        0.007757        0.007757      -38.210871         -128.21       39.30        1.56
    0.050350        0.007757        0.007757      -37.850792         -127.85       39.30        1.56
    0.050400        0.007757        0.007757      -37.490715         -127.49       39.30        1.56
    0.050450        0.007757        0.007757      -37.130640         -127.13       39.30        1.56
    0.050500        0.007757        0.007757      -36.770566         -126.77       39.30        1.56
    0.050550        0.007757        0.007757      -36.410494         -126.41       39.30        1.56
    0.050600        0.007757        0.007757      -36.050423         -126.05       39.30        1.56
    0.050650        0.007757        0.007757      -35.690354         -125.69       39.30        1.56
    0.050700        0.007757        0.007757      -35.330286         -125.33       39.30        1.56
    0.050750        0.007757        0.007757      -34.970220         -124.97       39.30        1.56
    0.050800        0.007757        0.007757      -34.610155         -124.61       39.30        1.56
    0.050850        0.007757        0.007757      -34.250092         -124.25       39.30        1.56
    0.050900        0.007757        0.007757      -33.890030         -123.89       39.30        1.56
    0.050950        0.007757        0.007757      -33.529969         -123.53       39.30        1.56
    0.051000        0.007757        0.007757      -33.169910         -123.17       39.30        1.56
    0.051050        0.007757        0.007757      -32.809852         -122.81       39.30        1.56
    0.051100        0.007757        0.007757      -32.449796         -122.45       39.30        1.56
    0.051150        0.007757        0.007757      -32.089741         -122.09       39.30        1.56
    0.051200        0.007757        0.007757      -31.729687         -121.73       39.30        1.56
    0.051250        0.007758        0.007758      -31.369635         -121.37       39.30        1.56
    0.051300        0.007758        0.007758      -31.009584         -121.01       39.30        1.56
    0.051350        0.007758        0.007758      -30.649534         -120.65       39.30        1.56
    0.051400        0.007758        0.007758      -30.289485         -120.29       39.30        1.56
    0.051450        0.007758        0.007758      -29.929438         -119.93       39.30        1.56
    0.051500        0.007758        0.007758      -29.569392         -119.57       39.30        1.56
    0.051550        0.007758        0.007758      -29.209347         -119.21       39.30        1.56
    0.051600        0.007758        0.007758      -28.849303         -118.85       39.30        1.56
    0.051650        0.007758        0.007758      -28.489261         -118.49       39.30        1.56
    0.051700        0.007758        0.007758      -28.129220         -118.13       39.30        1.56
    0.051750        0.007758        0.007758      -27.769179         -117.77       39.30        1.56
    0.051800        0.007758        0.007758      -27.409140         -117.41       39.30        1.56
    0.051850        0.007758        0.007758      -27.049103         -117.05       39.30        1.56
    0.051900        0.007758        0.007758      -26.689066         -116.69       39.30        1.56
    0.051950        0.007758        0.007758      -26.329030         -116.33       39.30        1.56
    0.052000        0.007758        0.007758      -25.968996         -115.97       39.30        1.56
    0.052050        0.007758        0.007758      -25.608962         -115.61       39.30        1.56
    0.052100        0.007758        0.007758      -25.248930         -115.25       39.30        1.56
    0.052150        0.007758        0.007758      -24.888898         -114.89       39.30        1.56
    0.052200        0.007758        0.007758      -24.528868         -114.53       39.30        1.56
    0.052250        0.007758        0.007758      -24.168839         -114.17       39.30        1.56
    0.052300        0.007758        0.007758      -23.808810         -113.81       39.31        1.56
    0.052350        0.007758        0.007758      -23.448783         -113.45       39.31        1.56
    0.052400        0.007758        0.007758      -23.088757         -113.09       39.31        1.56
    0.052450        0.007758        0.007758      -22.728731         -112.73       39.31        1.56
    0.052500        0.007758        0.007758      -22.368707         -112.37       39.31        1.56
    0.052550        0.007758        0.007758      -22.008684         -112.01       39.31        1.56
    0.052600        0.007758        0.007758      -21.648661         -111.65       39.31        1.56
    0.052650        0.007758        0.007758      -21.288639         -111.29       39.31        1.56
    0.052700        0.007758        0.007758      -20.928619         -110.93       39.31        1.56
    0.052750        0.007758        0.007758      -20.568599         -110.57       39.31        1.56
    0.052800        0.007758        0.007758      -20.208580         -110.21       39.31        1.56
    0.052850        0.007758        0.007758      -19.848562         -109.85       39.31        1.56
    0.052900        0.007758        0.007758      -19.488544         -109.49       39.31        1.56
    0.052950        0.007758        0.007758      -19.128528         -109.13       39.31        1.56
    0.053000        0.007758        0.007758      -18.768512         -108.77       39.31        1.56
    0.053050        0.007758        0.007758      -18.408498         -108.41       39.31        1.56
    0.053100        0.007758        0.007758      -18.048484         -108.05       39.31        1.56
    0.053150        0.007758        0.007758      -17.688471         -107.69       39.31        1.56
    0.053200        0.007758        0.007758      -17.328458         -107.33       39.31        1.56
    0.053250        0.007758        0.007758      -16.968447         -106.97       39.31        1.56
    0.053300        0.007758        0.007758      -16.608436         -106.61       39.31        1.56
    0.053350        0.007758        0.007758      -16.248426         -106.25       39.31        1.56
    0.053400        0.007758        0.007758      -15.888416         -105.89       39.31        1.56
    0.053450        0.007758        0.007758      -15.528408         -105.53       39.31        1.56
    0.053500        0.007758        0.007758      -15.168400         -105.17       39.31        1.56
    0.053550        0.007758        0.007758      -14.808392         -104.81       39.31        1.56
    0.053600        0.007758        0.007758      -14.448386         -104.45       39.31        1.56
    0.053650        0.007758        0.007758      -14.088380         -104.09       39.31        1.56
    0.053700        0.007758        0.007758      -13.728375         -103.73       39.31        1.56
    0.053750        0.007758        0.007758      -13.368370         -103.37       39.31        1.56
    0.053800        0.007758        0.007758      -13.008366         -103.01       39.31        1.56
    0.053850        0.007758        0.007758      -12.648363         -102.65       39.31        1.56
    0.053900        0.007758        0.007758      -12.288361         -102.29       39.31        1.56
    0.053950        0.007758        0.007758      -11.928359         -101.93       39.31        1.56
    0.054000        0.007758        0.007758      -11.568357         -101.57       39.31        1.56
    0.054050        0.007758        0.007758      -11.208356         -101.21       39.31        1.56
    0.054100        0.007758        0.007758      -10.848356         -100.85       39.31        1.56
    0.054150        0.007758        0.007758      -10.488357         -100.49       39.31        1.56
    0.054200        0.007758        0.007758      -10.128358         -100.13       39.31        1.56
    0.054250        0.007758        0.007758       -9.768359          -99.77       39.31        1.56
    0.054300        0.007758        0.007758       -9.408361          -99.41       39.31        1.56
    0.054350        0.007758        0.007758       -9.048364          -99.05       39.31        1.56
    0.054400        0.007758        0.007758       -8.688367          -98.69       39.31        1.56
    0.054450        0.007758        0.007758       -8.328371          -98.33       39.31        1.56
    0.054500        0.007758        0.007758       -7.968375          -97.97       39.31        1.56
    0.054550        0.007758        0.007758       -7.608380          -97.61       39.31        1.56
    0.054600        0.007758        0.007758       -7.248385          -97.25       39.31        1.56
    0.054650        0.007758        0.007758       -6.888390          -96.89       39.31        1.56
    0.054700        0.007758        0.007758       -6.528397          -96.53       39.31        1.56
    0.054750        0.007759        0.007759       -6.168403          -96.17       39.31        1.56
    0.054800        0.007759        0.007759       -5.808410          -95.81       39.31        1.56
    0.054850        0.007759        0.007759       -5.448418          -95.45       39.31        1.56
    0.054900        0.007759        0.007759       -5.088426          -95.09       39.31        1.56
    0.054950        0.007759        0.007759       -4.728434          -94.73       39.31        1.56
    0.055000        0.007759        0.007759       -4.368443          -94.37       39.31        1.56
    0.055050        0.007759        0.007759       -4.008453          -94.01       39.31        1.56
    0.055100        0.007759        0.007759       -3.648462          -93.65       39.31        1.56
    0.055150        0.007759        0.007759       -3.288473          -93.29       39.31        1.56
    0.055200        0.007759        0.007759       -2.928483          -92.93       39.31        1.56
    0.055250        0.007759        0.007759       -2.568494          -92.57       39.31        1.56
    0.055300        0.007759        0.007759       -2.208505          -92.21       39.31        1.56
    0.055350        0.007759        0.007759       -1.848517          -91.85       39.31        1.56
    0.055400        0.007759        0.007759       -1.488529          -91.49       39.31        1.56
    0.055450        0.007759        0.007759       -1.128541          -91.13       39.31        1.56
    0.055500        0.007759        0.007759       -0.768554          -90.77       39.31        1.56
    0.055550        0.007759        0.007759       -0.408567          -90.41       39.31        1.56
    0.055600        0.007759        0.007759       -0.048581          -90.05       39.31        1.56
    0.055650        0.007759        0.007759        0.311405          -89.69       39.31        1.56
    0.055700        0.007759        0.007759        0.671391          -89.33       39.31        1.56
    0.055750        0.007759        0.007759        1.031377          -88.97       39.31        1.56
    0.055800        0.007759        0.007759        1.391362          -88.61       39.31        1.56
    0.055850        0.007759        0.007759        1.751347          -88.25       39.31        1.56
    0.055900        0.007759        0.007759        2.111332          -87.89       39.31        1.56
    0.055950        0.007759        0.007759        2.471316          -87.53       39.31        1.56
    0.056000        0.007759        0.007759        2.831300          -87.17       39.31        1.56
    0.056050        0.007759        0.007759        3.191284          -86.81       39.31        1.56
    0.056100        0.007759        0.007759        3.551267          -86.45       39.31        1.56
    0.056150        0.007759        0.007759        3.911251          -86.09       39.31        1.56
    0.056200        0.007759        0.007759        4.271234          -85.73       39.31        1.56
    0.056250        0.007759        0.007759        4.631216          -85.37       39.31        1.56
    0.056300        0.007759        0.007759        4.991199          -85.01       39.31        1.56
    0.056350        0.007759        0.007759        5.351181          -84.65       39.31        1.56
    0.056400        0.007759        0.007759        5.711163          -84.29       39.31        1.56
    0.056450        0.007759        0.007759        6.071145          -83.93       39.31        1.56
    0.056500        0.007759        0.007759        6.431126          -83.57       39.31        1.56
    0.056550        0.007759        0.007759        6.791108          -83.21       39.31        1.56
    0.056600        0.007759        0.007759        7.151089          -82.85       39.31        1.56
    0.056650        0.007759        0.007759        7.511070          -82.49       39.31        1.56
    0.056700        0.007759        0.007759        7.871051          -82.13       39.31        1.56
    0.056750        0.007759        0.007759        8.231031          -81.77       39.31        1.56
    0.056800        0.007759        0.007759        8.591011          -81.41       39.31        1.56
    0.056850        0.007759        0.007759        8.950991          -81.05       39.31        1.56
    0.056900        0.007759        0.007759        9.310971          -80.69       39.31        1.56
    0.056950        0.007759        0.007759        9.670951          -80.33       39.31        1.56
    0.057000        0.007759        0.007759       10.030931          -79.97       39.31        1.56
    0.057050        0.007759        0.007759       10.390910          -79.61       39.31        1.56
    0.057100        0.007759        0.007759       10.750890          -79.25       39.31        1.56
    0.057150        0.007759        0.007759       11.110869          -78.89       39.31        1.56
    0.057200        0.007759        0.007759       11.470848          -78.53       39.31        1.56
    0.057250        0.007759        0.007759       11.830826          -78.17       39.31        1.56
    0.057300        0.007759        0.007759       12.190805          -77.81       39.31        1.56
    0.057350        0.007759        0.007759       12.550784          -77.45       39.31        1.56
    0.057400        0.007759        0.007759       12.910762          -77.09       39.31        1.56
    0.057450        0.007759        0.007759       13.270740          -76.73       39.31        1.56
    0.057500        0.007759        0.007759       13.630718          -76.37       39.31        1.56
    0.057550        0.007759        0.007759       13.990697          -76.01       39.31        1.56
    0.057600        0.007759        0.007759       14.350674          -75.65       39.31        1.56
    0.057650        0.007759        0.007759       14.710652          -75.29       39.31        1.56
    0.057700        0.007759        0.007759       15.070630          -74.93       39.31        1.56
    0.057750        0.007759        0.007759       15.430608          -74.57       39.31        1.56
    0.057800        0.007759        0.007759       15.790585          -74.21       39.31        1.56
    0.057850        0.007759        0.007759       16.150562          -73.85       39.31        1.56
    0.057900        0.007759        0.007759       16.510540          -73.49       39.31        1.56
    0.057950        0.007759        0.007759       16.870517          -73.13       39.31        1.56
    0.058000        0.007759        0.007759       17.230494          -72.77       39.31        1.56
    0.058050        0.007759        0.007759       17.590471          -72.41       39.31        1.56
    0.058100        0.007759        0.007759       17.950448          -72.05       39.31        1.56
    0.058150        0.007759        0.007759       18.310425          -71.69       39.31        1.56
    0.058200        0.007759        0.007759       18.670402          -71.33       39.31        1.56
    0.058250        0.007759        0.007759       19.030379          -70.97       39.31        1.56
    0.058300        0.007759        0.007759       19.390356          -70.61       39.31        1.56
    0.058350        0.007759        0.007759       19.750332          -70.25       39.31        1.56
    0.058400        0.007759        0.007759       20.110309          -69.89       39.31        1.56
    0.058450        0.007759        0.007759       20.470285          -69.53       39.31        1.56
    0.058500        0.007759        0.007759       20.830262          -69.17       39.31        1.56
    0.058550        0.007759        0.007759       21.190238          -68.81       39.31        1.56
    0.058600        0.007759        0.007759       21.550215          -68.45       39.31        1.56
    0.058650        0.007759        0.007759       21.910191          -68.09       39.31        1.56
    0.058700        0.007759        0.007759       22.270168          -67.73       39.31        1.56
    0.058750        0.007759        0.007759       22.630144          -67.37       39.31        1.56
    0.058800        0.007759        0.007759       22.990120          -67.01       39.31        1.56
    0.058850        0.007759        0.007759       23.350097          -66.65       39.31        1.56
    0.058900        0.007759        0.007759       23.710073          -66.29       39.31        1.56
    0.058950        0.007759        0.007759       24.070049          -65.93       39.31        1.56
    0.059000        0.007759        0.007759       24.430026          -65.57       39.31        1.56
    0.059050        0.007759        0.007759       24.790002          -65.21       39.31        1.56
    0.059100        0.007759        0.007759       25.149978          -64.85       39.31        1.56
    0.059150        0.007759        0.007759       25.509954          -64.49       39.31        1.56
    0.059200        0.007759        0.007759       25.869930          -64.13       39.31        1.56
    0.059250        0.007759        0.007759       26.229907          -63.77       39.31        1.56
    0.059300        0.007759        0.007759       26.589883          -63.41       39.31        1.56
    0.059350        0.007759        0.007759       26.949859          -63.05       39.31        1.56
    0.059400        0.007759        0.007759       27.309835          -62.69       39.31        1.56
    0.059450        0.007759        0.007759       27.669812          -62.33       39.31        1.56
    0.059500        0.007759        0.007759       28.029788          -61.97       39.31        1.56
    0.059550        0.007759        0.007759       28.389764          -61.61       39.31        1.56
    0.059600        0.007759        0.007759       28.749740          -61.25       39.31        1.56
    0.059650        0.007759        0.007759       29.109717          -60.89       39.31        1.56
    0.059700        0.007759        0.007759       29.469693          -60.53       39.31        1.56
    0.059750        0.007759        0.007759       29.829669          -60.17       39.31        1.56
    0.059800        0.007759        0.007759       30.189646          -59.81       39.31        1.56
    0.059850        0.007759        0.007759       30.549622          -59.45       39.31        1.56
    0.059900        0.007759        0.007759       30.909598          -59.09       39.31        1.56
    0.059950        0.007759        0.007759       31.269575          -58.73       39.31        1.56
    0.060000        0.007759        0.007759       31.629551          -58.37       39.31        1.56
    0.060050        0.007759        0.007759       31.989528          -58.01       39.31        1.56
    0.060100        0.007759        0.007759       32.349504          -57.65       39.31        1.56
    0.060150        0.007759        0.007759       32.709481          -57.29       39.31        1.56
    0.060200        0.007759        0.007759       33.069458          -56.93       39.31        1.56
    0.060250        0.007759        0.007759       33.429434          -56.57       39.31        1.56
    0.060300        0.007759        0.007759       33.789411          -56.21       39.31        1.56
    0.060350        0.007759        0.007759       34.149388          -55.85       39.31        1.56
    0.060400        0.007759        0.007759       34.509365          -55.49       39.31        1.56
    0.060450        0.007759        0.007759       34.869342          -55.13       39.31        1.56
    0.060500        0.007759        0.007759       35.229318          -54.77       39.31        1.56
    0.060550        0.007759        0.007759       35.589295          -54.41       39.31        1.56
    0.060600        0.007759        0.007759       35.949272          -54.05       39.31        1.56
    0.060650        0.007759        0.007759       36.309250          -53.69       39.31        1.56
    0.060700        0.007759        0.007759       36.669227          -53.33       39.31        1.56
    0.060750        0.007759        0.007759       37.029204          -52.97       39.31        1.56
    0.060800        0.007759        0.007759       37.389181          -52.61       39.31        1.56
    0.060850        0.007759        0.007759       37.749159          -52.25       39.31        1.56
    0.060900        0.007759        0.007759       38.109136          -51.89       39.31        1.56
    0.060950        0.007759        0.007759       38.469113          -51.53       39.31        1.56
    0.061000        0.007759        0.007759       38.829091          -51.17       39.31        1.56
    0.061050        0.007759        0.007759       39.189069          -50.81       39.31        1.56
    0.061100        0.007759        0.007759       39.549046          -50.45       39.31        1.56
    0.061150        0.007759        0.007759       39.909024          -50.09       39.31        1.56
    0.061200        0.007759        0.007759       40.269002          -49.73       39.31        1.56
    0.061250        0.007759        0.007759       40.628980          -49.37       39.31        1.56
    0.061300        0.007759        0.007759       40.988958          -49.01       39.31        1.56
    0.061350        0.007759        0.007759       41.348936          -48.65       39.31        1.56
    0.061400        0.007759        0.007759       41.708914          -48.29       39.31        1.56
    0.061450        0.007759        0.007759       42.068892          -47.93       39.31        1.56
    0.061500        0.007759        0.007759       42.428870          -47.57       39.31        1.56
    0.061550        0.007759        0.007759       42.788849          -47.21       39.31        1.56
    0.061600        0.007759        0.007759       43.148827          -46.85       39.31        1.56
    0.061650        0.007759        0.007759       43.508806          -46.49       39.31        1.56
    0.061700        0.007759        0.007759       43.868784          -46.13       39.31        1.56
    0.061750        0.007759        0.007759       44.228763          -45.77       39.31        1.56
    0.061800        0.007759        0.007759       44.588742          -45.41       39.31        1.56
    0.061850        0.007759        0.007759       44.948721          -45.05       39.31        1.56
    0.061900        0.007759        0.007759       45.308699          -44.69       39.31        1.56
    0.061950        0.007759        0.007759       45.668678          -44.33       39.31        1.56
    0.062000        0.007759        0.007759       46.028658          -43.97       39.31        1.56
    0.062050        0.007759        0.007759       46.388637          -43.61       39.31        1.56
    0.062100        0.007759        0.007759       46.748616          -43.25       39.31        1.56
    0.062150        0.007759        0.007759       47.108596          -42.89       39.31        1.56
    0.062200        0.007759        0.007759       47.468575          -42.53       39.31        1.56
    0.062250        0.007759        0.007759       47.828555          -42.17       39.31        1.56
    0.062300        0.007759        0.007759       48.188534          -41.81       39.31        1.56
    0.062350        0.007759        0.007759       48.548514          -41.45       39.31        1.56
    0.062400        0.007759        0.007759       48.908494          -41.09       39.31        1.56
    0.062450        0.007759        0.007759       49.268474          -40.73       39.31        1.56
    0.062500        0.007759        0.007759       49.628454          -40.37       39.31        1.56
    0.062550        0.007759        0.007759       49.988434          -40.01       39.31        1.56
    0.062600        0.007759        0.007759       50.348414          -39.65       39.31        1.56
    0.062650        0.007759        0.007759       50.708395          -39.29       39.31        1.56
    0.062700        0.007759        0.007759       51.068375          -38.93       39.31        1.56
    0.062750        0.007759        0.007759       51.428356          -38.57       39.31        1.56
    0.062800        0.007759        0.007759       51.788336          -38.21       39.31        1.56
    0.062850        0.007759        0.007759       52.148317          -37.85       39.31        1.56
    0.062900        0.007759        0.007759       52.508298          -37.49       39.31        1.56
    0.062950        0.007759        0.007759       52.868279          -37.13       39.31        1.56
    0.063000        0.007759        0.007759       53.228260          -36.77       39.31        1.56
    0.063050        0.007759        0.007759       53.588241          -36.41       39.31        1.56
    0.063100        0.007759        0.007759       53.948222          -36.05       39.31        1.56
    0.063150        0.007759        0.007759       54.308204          -35.69       39.31        1.56
    0.063200        0.007759        0.007759       54.668185          -35.33       39.31        1.56
    0.063250        0.007759        0.007759       55.028167          -34.97       39.31        1.56
    0.063300        0.007759        0.007759       55.388148          -34.61       39.31        1.56
    0.063350        0.007759        0.007759       55.748130          -34.25       39.31        1.56
    0.063400        0.007759        0.007759       56.108112          -33.89       39.31        1.56
    0.063450        0.007759        0.007759       56.468094          -33.53       39.31        1.56
    0.063500        0.007759        0.007759       56.828076          -33.17       39.31        1.56
    0.063550        0.007759        0.007759       57.188058          -32.81       39.31        1.56
    0.063600        0.007759        0.007759       57.548041          -32.45       39.31        1.56
    0.063650        0.007759        0.007759       57.908023          -32.09       39.31        1.56
    0.063700        0.007759        0.007759       58.268006          -31.73       39.31        1.56
    0.063750        0.007759        0.007759       58.627988          -31.37       39.31        1.56
    0.063800        0.007759        0.007759       58.987971          -31.01       39.31        1.56
    0.063850        0.007759        0.007759       59.347954          -30.65       39.31        1.56
    0.063900        0.007759        0.007759       59.707937          -30.29       39.31        1.56
    0.063950        0.007759        0.007759       60.067920          -29.93       39.31        1.56
    0.064000        0.007759        0.007759       60.427903          -29.57       39.31        1.56
    0.064050        0.007759        0.007759       60.787886          -29.21       39.31        1.56
    0.064100        0.007759        0.007759       61.147869          -28.85       39.31        1.56
    0.064150        0.007759        0.007759       61.507853          -28.49       39.31        1.56
    0.064200        0.007759        0.007759       61.867837          -28.13       39.31        1.56
    0.064250        0.007759        0.007759       62.227820          -27.77       39.31        1.56
    0.064300        0.007759        0.007759       62.587804          -27.41       39.31        1.56
    0.064350        0.007759        0.007759       62.947788          -27.05       39.31        1.56
    0.064400        0.007759        0.007759       63.307772          -26.69       39.31        1.56
    0.064450        0.007759        0.007759       63.667756          -26.33       39.31        1.56
    0.064500        0.007759        0.007759       64.027740          -25.97       39.31        1.56
    0.064550        0.007759        0.007759       64.387725          -25.61       39.31        1.56
    0.064600        0.007759        0.007759       64.747709          -25.25       39.31        1.56
    0.064650        0.007759        0.007759       65.107693          -24.89       39.31        1.56
    0.064700        0.007759        0.007759       65.467678          -24.53       39.31        1.56
    0.064750        0.007759        0.007759       65.827663          -24.17       39.31        1.56
    0.064800        0.007759        0.007759       66.187648          -23.81       39.31        1.56
    0.064850        0.007759        0.007759       66.547633          -23.45       39.31        1.56
    0.064900        0.007759        0.007759       66.907618          -23.09       39.31        1.56
    0.064950        0.007759        0.007759       67.267603          -22.73       39.31        1.56
    0.065000        0.007759        0.007759       67.627588          -22.37       39.31        1.56
    0.065050        0.007759        0.007759       67.987574          -22.01       39.31        1.56
    0.065100        0.007759        0.007759       68.347559          -21.65       39.31        1.56
    0.065150        0.007759        0.007759       68.707545          -21.29       39.31        1.56
    0.065200        0.007759        0.007759       69.067530          -20.93       39.31        1.56
    0.065250        0.007759        0.007759       69.427516          -20.57       39.31        1.56
    0.065300        0.007759        0.007759       69.787502          -20.21       39.31        1.56
    0.065350        0.007759        0.007759       70.147488          -19.85       39.31        1.56
    0.065400        0.007759        0.007759       70.507474          -19.49       39.31        1.56
    0.065450        0.007759        0.007759       70.867460          -19.13       39.31        1.56
    0.065500        0.007759        0.007759       71.227447          -18.77       39.31        1.56
    0.065550        0.007759        0.007759       71.587433          -18.41       39.31        1.56
    0.065600        0.007759        0.007759       71.947420          -18.05       39.31        1.56
    0.065650        0.007759        0.007759       72.307406          -17.69       39.31        1.56
    0.065700        0.007759        0.007759       72.667393          -17.33       39.31        1.56
    0.065750        0.007759        0.007759       73.027380          -16.97       39.31        1.56
    0.065800        0.007759        0.007759       73.387367          -16.61       39.31        1.56
    0.065850        0.007759        0.007759       73.747354          -16.25       39.31        1.56
    0.065900        0.007759        0.007759       74.107341          -15.89       39.31        1.56
    0.065950        0.007759        0.007759       74.467328          -15.53       39.31        1.56
    0.066000        0.007759        0.007759       74.827316          -15.17       39.31        1.56
    0.066050        0.007759        0.007759       75.187303          -14.81       39.31        1.56
    0.066100        0.007759        0.007759       75.547291          -14.45       39.31        1.56
    0.066150        0.007759        0.007759       75.907279          -14.09       39.31        1.56
    0.066200        0.007759        0.007759       76.267266          -13.73       39.31        1.56
    0.066250        0.007759        0.007759       76.627254          -13.37       39.31        1.56
    0.066300        0.007759        0.007759       76.987242          -13.01       39.31        1.56
    0.066350        0.007759        0.007759       77.347230          -12.65       39.31        1.56
    0.066400        0.007759        0.007759       77.707218          -12.29       39.31        1.56
    0.066450        0.007759        0.007759       78.067207          -11.93       39.31        1.56
    0.066500        0.007759        0.007759       78.427195          -11.57       39.31        1.56
    0.066550        0.007759        0.007759       78.787183          -11.21       39.31        1.56
    0.066600        0.007759        0.007759       79.147172          -10.85       39.31        1.56
    0.066650        0.007759        0.007759       79.507161          -10.49       39.31        1.56
    0.066700        0.007759        0.007759       79.867149          -10.13       39.31        1.56
    0.066750        0.007759        0.007759       80.227138           -9.77       39.31        1.56
    0.066800        0.007759        0.007759       80.587127           -9.41       39.31        1.56
    0.066850        0.007759        0.007759       80.947116           -9.05       39.31        1.56
    0.066900        0.007759        0.007759       81.307105           -8.69       39.31        1.56
    0.066950        0.007759        0.007759       81.667095           -8.33       39.31        1.56
    0.067000        0.007759        0.007759       82.027084           -7.97       39.31        1.56
    0.067050        0.007759        0.007759       82.387073           -7.61       39.31        1.56
    0.067100        0.007759        0.007759       82.747063           -7.25       39.31        1.56
    0.067150        0.007759        0.007759       83.107053           -6.89       39.31        1.56
    0.067200        0.007759        0.007759       83.467042           -6.53       39.31        1.56
    0.067250        0.007759        0.007759       83.827032           -6.17       39.31        1.56
    0.067300        0.007759        0.007759       84.187022           -5.81       39.31        1.56
