    Time,sec      Abs(UY,mm)      Abs(UZ,mm)   Phase(UY,deg)   Phase(UZ,deg)       Freqz(Hz)=189.16       Freqy(Hz)=189.16
    0.477700        0.007759        0.007759      159.066352           69.07       39.31        1.56
    0.477750        0.007759        0.007759      159.426352           69.43       39.31        1.56
    0.477800        0.007759        0.007759      159.786352           69.79       39.31        1.56
    0.477850        0.007759        0.007759      160.146352           70.15       39.31        1.56
    0.477900        0.007759        0.007759      160.506352           70.51       39.31        1.56
    0.477950        0.007759        0.007759      160.866352           70.87       39.31        1.56
    0.478000        0.007759        0.007759      161.226352           71.23       39.31        1.56
    0.478050        0.007759        0.007759      161.586352           71.59       39.31        1.56
    0.478100        0.007759        0.007759      161.946352           71.95       39.31        1.56
    0.478150        0.007759        0.007759      162.306352           72.31       39.31        1.56
    0.478200        0.007759        0.007759      162.666352           72.67       39.31        1.56
    0.478250        0.007759        0.007759      163.026352           73.03       39.31        1.56
    0.478300        0.007759        0.007759      163.386352           73.39       39.31        1.56
    0.478350        0.007759        0.007759      163.746352           73.75       39.31        1.56
    0.478400        0.007759        0.007759      164.106352           74.11       39.31        1.56
    0.478450        0.007759        0.007759      164.466352           74.47       39.31        1.56
    0.478500        0.007759        0.007759      164.826352           74.83       39.31        1.56
    0.478550        0.007759        0.007759      165.186352           75.19       39.31        1.56
    0.478600        0.007759        0.007759      165.546352           75.55       39.31        1.56
    0.478650        0.007759        0.007759      165.906352           75.91       39.31        1.56
    0.478700        0.007759        0.007759      166.266352           76.27       39.31        1.56
    0.478750        0.007759        0.007759      166.626352           76.63       39.31        1.56
    0.478800        0.007759        0.007759      166.986352           76.99       39.31        1.56
    0.478850        0.007759        0.007759      167.346352           77.35       39.31        1.56
    0.478900        0.007759        0.007759      167.706352           77.71       39.31        1.56
    0.478950        0.007759        0.007759      168.066352           78.07       39.31        1.56
    0.479000        0.007759        0.007759      168.426352           78.43       39.31        1.56
    0.479050        0.007759        0.007759      168.786352           78.79       39.31        1.56
    0.479100        0.007759        0.007759      169.146352           79.15       39.31        1.56
    0.479150        0.007759        0.007759      169.506352           79.51       39.31        1.56
    0.479200        0.007759        0.007759      169.866352           79.87       39.31        1.56
    0.479250        0.007759        0.007759      170.226352           80.23       39.31        1.56
    0.479300        0.007759        0.007759      170.586352           80.59       39.31        1.56
    0.479350        0.007759        0.007759      170.946352           80.95       39.31        1.56
    0.479400        0.007759        0.007759      171.306352           81.31       39.31        1.56
    0.479450        0.007759        0.007759      171.666352           81.67       39.31        1.56
    0.479500        0.007759        0.007759      172.026352           82.03       39.31        1.56
    0.479550        0.007759        0.007759      172.386352           82.39       39.31        1.56
    0.479600        0.007759        0.007759      172.746352           82.75       39.31        1.56
    0.479650        0.007759        0.007759      173.106352           83.11       39.31        1.56
    0.479700        0.007759        0.007759      173.466352           83.47       39.31        1.56
    0.479750        0.007759        0.007759      173.826352           83.83       39.31        1.56
    0.479800        0.007759        0.007759      174.186352           84.19       39.31        1.56
    0.479850        0.007759        0.007759      174.546352           84.55       39.31        1.56
    0.479900        0.007759        0.007759      174.906352           84.91       39.31        1.56
    0.479950        0.007759        0.007759      175.266352           85.27       39.31        1.56
    0.480000        0.007759        0.007759      175.626352           85.63       39.31        1.56
    0.480050        0.007759        0.007759      175.986352           85.99       39.31        1.56
    0.480100        0.007759        0.007759      176.346352           86.35       39.31        1.56
    0.480150        0.007759        0.007759      176.706352           86.71       39.31        1.56
    0.480200        0.007759        0.007759      177.066352           87.07       39.31        1.56
    0.480250        0.007759        0.007759      177.426352           87.43       39.31        1.56
    0.480300        0.007759        0.007759      177.786352           87.79       39.31        1.56
    0.480350        0.007759        0.007759      178.146352           88.15       39.31        1.56
    0.480400        0.007759        0.007759      178.506352           88.51       39.31        1.56
    0.480450        0.007759        0.007759      178.866352           88.87       39.31        1.56
    0.480500        0.007759        0.007759      179.226352           89.23       39.31        1.56
    0.480550        0.007759        0.007759      179.586352           89.59       39.31        1.56
    0.480600        0.007759        0.007759      179.946352           89.95       39.31        1.56
    0.480650        0.007759        0.007759     -179.693648           90.31       39.31        1.56
    0.480700        0.007759        0.007759     -179.333648           90.67       39.31        1.56
    0.480750        0.007759        0.007759     -178.973648           91.03       39.31        1.56
    0.480800        0.007759        0.007759     -178.613648           91.39       39.31        1.56
    0.480850        0.007759        0.007759     -178.253648           91.75       39.31        1.56
    0.480900        0.007759        0.007759     -177.893648           92.11       39.31        1.56
    0.480950        0.007759        0.007759     -177.533648           92.47       39.31        1.56
    0.481000        0.007759        0.007759     -177.173648           92.83       39.31        1.56
    0.481050        0.007759        0.007759     -176.813648           93.19       39.31        1.56
    0.481100        0.007759        0.007759     -176.453648           93.55       39.31        1.56
    0.481150        0.007759        0.007759     -176.093648           93.91       39.31        1.56
    0.481200        0.007759        0.007759     -175.733648           94.27       39.31        1.56
    0.481250        0.007759        0.007759     -175.373648           94.63       39.31        1.56
    0.481300        0.007759        0.007759     -175.013648           94.99       39.31        1.56
    0.481350        0.007759        0.007759     -174.653648           95.35       39.31        1.56
    0.481400        0.007759        0.007759     -174.293648           95.71       39.31        1.56
    0.481450        0.007759        0.007759     -173.933648           96.07       39.31        1.56
    0.481500        0.007759        0.007759     -173.573648           96.43       39.31        1.56
    0.481550        0.007759        0.007759     -173.213648           96.79       39.31        1.56
    0.481600        0.007759        0.007759     -172.853648           97.15       39.31        1.56
    0.481650        0.007759        0.007759     -172.493648           97.51       39.31        1.56
    0.481700        0.007759        0.007759     -172.133648           97.87       39.31        1.56
    0.481750        0.007759        0.007759     -171.773648           98.23       39.31        1.56
    0.481800        0.007759        0.007759     -171.413648           98.59       39.31        1.56
    0.481850        0.007759        0.007759     -171.053648           98.95       39.31        1.56
    0.481900        0.007759        0.007759     -170.693648           99.31       39.31        1.56
    0.481950        0.007759        0.007759     -170.333648           99.67       39.31        1.56
    0.482000        0.007759        0.007759     -169.973648          100.03       39.31        1.56
    0.482050        0.007759        0.007759     -169.613648          100.39       39.31        1.56
    0.482100        0.007759        0.007759     -169.253648          100.75       39.31        1.56
    0.482150        0.007759        0.007759     -168.893648          101.11       39.31        1.56
    0.482200        0.007759        0.007759     -168.533648          101.47       39.31        1.56
    0.482250        0.007759        0.007759     -168.173648          101.83       39.31        1.56
    0.482300        0.007759        0.007759     -167.813648          102.19       39.31        1.56
    0.482350        0.007759        0.007759     -167.453648          102.55       39.31        1.56
    0.482400        0.007759        0.007759     -167.093648          102.91       39.31        1.56
    0.482450        0.007759        0.007759     -166.733648          103.27       39.31        1.56
    0.482500        0.007759        0.007759     -166.373648          103.63       39.31        1.56
    0.482550        0.007759        0.007759     -166.013648          103.99       39.31        1.56
    0.482600        0.007759        0.007759     -165.653648          104.35       39.31        1.56
    0.482650        0.007759        0.007759     -165.293648          104.71       39.31        1.56
    0.482700        0.007759        0.007759     -164.933648          105.07       39.31        1.56
    0.482750        0.007759        0.007759     -164.573648          105.43       39.31        1.56
    0.482800        0.007759        0.007759     -164.213648          105.79       39.31        1.56
    0.482850        0.007759        0.007759     -163.853648          106.15       39.31        1.56
    0.482900        0.007759        0.007759     -163.493648          106.51       39.31        1.56
    0.482950        0.007759        0.007759     -163.133648          106.87       39.31        1.56
    0.483000        0.007759        0.007759     -162.773648          107.23       39.31        1.56
    0.483050        0.007759        0.007759     -162.413648          107.59       39.31        1.56
    0.483100        0.007759        0.007759     -162.053648          107.95       39.31        1.56
    0.483150        0.007759        0.007759     -161.693648          108.31       39.31        1.56
    0.483200        0.007759        0.007759     -161.333648          108.67       39.31        1.56
    0.483250        0.007759        0.007759     -160.973648          109.03       39.31        1.56
    0.483300        0.007759        0.007759     -160.613648          109.39       39.31        1.56
    0.483350        0.007759        0.007759     -160.253648          109.75       39.31        1.56
    0.483400        0.007759        0.007759     -159.893648          110.11       39.31        1.56
    0.483450        0.007759        0.007759     -159.533648          110.47       39.31        1.56
    0.483500        0.007759        0.007759     -159.173648          110.83       39.31        1.56
    0.483550        0.007759        0.007759     -158.813648          111.19       39.31        1.56
    0.483600        0.007759        0.007759     -158.453648          111.55       39.31        1.56
    0.483650        0.007759        0.007759     -158.093648          111.91       39.31        1.56
    0.483700        0.007759        0.007759     -157.733648          112.27       39.31        1.56
    0.483750        0.007759        0.007759     -157.373648          112.63       39.31        1.56
    0.483800        0.007759        0.007759     -157.013648          112.99       39.31        1.56
    0.483850        0.007759        0.007759     -156.653648          113.35       39.31        1.56
    0.483900        0.007759        0.007759     -156.293648          113.71       39.31        1.56
    0.483950        0.007759        0.007759     -155.933648          114.07       39.31        1.56
    0.484000        0.007759        0.007759     -155.573648          114.43       39.31        1.56
    0.484050        0.007759        0.007759     -155.213648          114.79       39.31        1.56
    0.484100        0.007759        0.007759     -154.853648          115.15       39.31        1.56
    0.484150        0.007759        0.007759     -154.493648          115.51       39.31        1.56
    0.484200        0.007759        0.007759     -154.133648          115.87       39.31        1.56
    0.484250        0.007759        0.007759     -153.773648          116.23       39.31        1.56
    0.484300        0.007759        0.007759     -153.413648          116.59       39.31        1.56
    0.484350        0.007759        0.007759     -153.053648          116.95       39.31        1.56
    0.484400        0.007759        0.007759     -152.693648          117.31       39.31        1.56
    0.484450        0.007759        0.007759     -152.333648          117.67       39.31        1.56
    0.484500        0.007759        0.007759     -151.973648          118.03       39.31        1.56
    0.484550        0.007759        0.007759     -151.613648          118.39       39.31        1.56
    0.484600        0.007759        0.007759     -151.253648          118.75       39.31        1.56
    0.484650        0.007759        0.007759     -150.893648          119.11       39.31        1.56
    0.484700        0.007759        0.007759     -150.533648          119.47       39.31        1.56
    0.484750        0.007759        0.007759     -150.173648          119.83       39.31        1.56
    0.484800        0.007759        0.007759     -149.813648          120.19       39.31        1.56
    0.484850        0.007759        0.007759     -149.453648          120.55       39.31        1.56
    0.484900        0.007759        0.007759     -149.093648          120.91       39.31        1.56
    0.484950        0.007759        0.007759     -148.733648          121.27       39.31        1.56
    0.485000        0.007759        0.007759     -148.373648          121.63       39.31        1.56
    0.485050        0.007759        0.007759     -148.013648          121.99       39.31        1.56
    0.485100        0.007759        0.007759     -147.653648          122.35       39.31        1.56
    0.485150        0.007759        0.007759     -147.293648          122.71       39.31        1.56
    0.485200        0.007759        0.007759     -146.933648          123.07       39.31        1.56
    0.485250        0.007759        0.007759     -146.573648          123.43       39.31        1.56
    0.485300        0.007759        0.007759     -146.213648          123.79       39.31        1.56
    0.485350        0.007759        0.007759     -145.853648          124.15       39.31        1.56
    0.485400        0.007759        0.007759     -145.493648          124.51       39.31        1.56
    0.485450        0.007759        0.007759     -145.133648          124.87       39.31        1.56
    0.485500        0.007759        0.007759     -144.773648          125.23       39.31        1.56
    0.485550        0.007759        0.007759     -144.413648          125.59       39.31        1.56
    0.485600        0.007759        0.007759     -144.053648          125.95       39.31        1.56
    0.485650        0.007759        0.007759     -143.693648          126.31       39.31        1.56
    0.485700        0.007759        0.007759     -143.333648          126.67       39.31        1.56
    0.485750        0.007759        0.007759     -142.973648          127.03       39.31        1.56
    0.485800        0.007759        0.007759     -142.613648          127.39       39.31        1.56
    0.485850        0.007759        0.007759     -142.253648          127.75       39.31        1.56
    0.485900        0.007759        0.007759     -141.893648          128.11       39.31        1.56
    0.485950        0.007759        0.007759     -141.533648          128.47       39.31        1.56
    0.486000        0.007759        0.007759     -141.173648          128.83       39.31        1.56
    0.486050        0.007759        0.007759     -140.813648          129.19       39.31        1.56
    0.486100        0.007759        0.007759     -140.453648          129.55       39.31        1.56
    0.486150        0.007759        0.007759     -140.093648          129.91       39.31        1.56
    0.486200        0.007759        0.007759     -139.733648          130.27       39.31        1.56
    0.486250        0.007759        0.007759     -139.373648          130.63       39.31        1.56
    0.486300        0.007759        0.007759     -139.013648          130.99       39.31        1.56
    0.486350        0.007759        0.007759     -138.653648          131.35       39.31        1.56
    0.486400        0.007759        0.007759     -138.293648          131.71       39.31        1.56
    0.486450        0.007759        0.007759     -137.933648          132.07       39.31        1.56
    0.486500        0.007759        0.007759     -137.573648          132.43       39.31        1.56
    0.486550        0.007759        0.007759     -137.213648          132.79       39.31        1.56
    0.486600        0.007759        0.007759     -136.853648          133.15       39.31        1.56
    0.486650        0.007759        0.007759     -136.493648          133.51       39.31        1.56
    0.486700        0.007759        0.007759     -136.133648          133.87       39.31        1.56
    0.486750        0.007759        0.007759     -135.773648          134.23       39.31        1.56
    0.486800        0.007759        0.007759     -135.413648          134.59       39.31        1.56
    0.486850        0.007759        0.007759     -135.053648          134.95       39.31        1.56
    0.486900        0.007759        0.007759     -134.693648          135.31       39.31        1.56
    0.486950        0.007759        0.007759     -134.333648          135.67       39.31        1.56
    0.487000        0.007759        0.007759     -133.973648          136.03       39.31        1.56
    0.487050        0.007759        0.007759     -133.613648          136.39       39.31        1.56
    0.487100        0.007759        0.007759     -133.253648          136.75       39.31        1.56
    0.487150        0.007759        0.007759     -132.893648          137.11       39.31        1.56
    0.487200        0.007759        0.007759     -132.533648          137.47       39.31        1.56
    0.487250        0.007759        0.007759     -132.173648          137.83       39.31        1.56
    0.487300        0.007759        0.007759     -131.813648          138.19       39.31        1.56
    0.487350        0.007759        0.007759     -131.453648          138.55       39.31        1.56
    0.487400        0.007759        0.007759     -131.093648          138.91       39.31        1.56
    0.487450        0.007759        0.007759     -130.733648          139.27       39.31        1.56
    0.487500        0.007759        0.007759     -130.373648          139.63       39.31        1.56
    0.487550        0.007759        0.007759     -130.013648          139.99       39.31        1.56
    0.487600        0.007759        0.007759     -129.653648          140.35       39.31        1.56
    0.487650        0.007759        0.007759     -129.293648          140.71       39.31        1.56
    0.487700        0.007759        0.007759     -128.933648          141.07       39.31        1.56
    0.487750        0.007759        0.007759     -128.573648          141.43       39.31        1.56
    0.487800        0.007759        0.007759     -128.213648          141.79       39.31        1.56
    0.487850        0.007759        0.007759     -127.853648          142.15       39.31        1.56
    0.487900        0.007759        0.007759     -127.493648          142.51       39.31        1.56
    0.487950        0.007759        0.007759     -127.133648          142.87       39.31        1.56
    0.488000        0.007759        0.007759     -126.773648          143.23       39.31        1.56
    0.488050        0.007759        0.007759     -126.413648          143.59       39.31        1.56
    0.488100        0.007759        0.007759     -126.053648          143.95       39.31        1.56
    0.488150        0.007759        0.007759     -125.693648          144.31       39.31        1.56
    0.488200        0.007759        0.007759     -125.333648          144.67       39.31        1.56
    0.488250        0.007759        0.007759     -124.973648          145.03       39.31        1.56
    0.488300        0.007759        0.007759     -124.613648          145.39       39.31        1.56
    0.488350        0.007759        0.007759     -124.253648          145.75       39.31        1.56
    0.488400        0.007759        0.007759     -123.893648          146.11       39.31        1.56
    0.488450        0.007759        0.007759     -123.533648          146.47       39.31        1.56
    0.488500        0.007759        0.007759     -123.173648          146.83       39.31        1.56
    0.488550        0.007759        0.007759     -122.813648          147.19       39.31        1.56
    0.488600        0.007759        0.007759     -122.453648          147.55       39.31        1.56
    0.488650        0.007759        0.007759     -122.093648          147.91       39.31        1.56
    0.488700        0.007759        0.007759     -121.733648          148.27       39.31        1.56
    0.488750        0.007759        0.007759     -121.373648          148.63       39.31        1.56
    0.488800        0.007759        0.007759     -121.013648          148.99       39.31        1.56
    0.488850        0.007759        0.007759     -120.653648          149.35       39.31        1.56
    0.488900        0.007759        0.007759     -120.293648          149.71       39.31        1.56
    0.488950        0.007759        0.007759     -119.933648          150.07       39.31        1.56
    0.489000        0.007759        0.007759     -119.573648          150.43       39.31        1.56
    0.489050        0.007759        0.007759     -119.213648          150.79       39.31        1.56
    0.489100        0.007759        0.007759     -118.853648          151.15       39.31        1.56
    0.489150        0.007759        0.007759     -118.493648          151.51       39.31        1.56
    0.489200        0.007759        0.007759     -118.133648          151.87       39.31        1.56
    0.489250        0.007759        0.007759     -117.773648          152.23       39.31        1.56
    0.489300        0.007759        0.007759     -117.413648          152.59       39.31        1.56
    0.489350        0.007759        0.007759     -117.053648          152.95       39.31        1.56
    0.489400        0.007759        0.007759     -116.693648          153.31       39.31        1.56
    0.489450        0.007759        0.007759     -116.333648          153.67       39.31        1.56
    0.489500        0.007759        0.007759     -115.973648          154.03       39.31        1.56
    0.489550        0.007759        0.007759     -115.613648          154.39       39.31        1.56
    0.489600        0.007759        0.007759     -115.253648          154.75       39.31        1.56
    0.489650        0.007759        0.007759     -114.893648          155.11       39.31        1.56
    0.489700        0.007759        0.007759     -114.533648          155.47       39.31        1.56
    0.489750        0.007759        0.007759     -114.173648          155.83       39.31        1.56
    0.489800        0.007759        0.007759     -113.813648          156.19       39.31        1.56
    0.489850        0.007759        0.007759     -113.453648          156.55       39.31        1.56
    0.489900        0.007759        0.007759     -113.093648          156.91       39.31        1.56
    0.489950        0.007759        0.007759     -112.733648          157.27       39.31        1.56
    0.490000        0.007759        0.007759     -112.373648          157.63       39.31        1.56
    0.490050        0.007759        0.007759     -112.013648          157.99       39.31        1.56
    0.490100        0.007759        0.007759     -111.653648          158.35       39.31        1.56
    0.490150        0.007759        0.007759     -111.293648          158.71       39.31        1.56
    0.490200        0.007759        0.007759     -110.933648          159.07       39.31        1.56
    0.490250        0.007759        0.007759     -110.573648          159.43       39.31        1.56
    0.490300        0.007759        0.007759     -110.213648          159.79       39.31        1.56
    0.490350        0.007759        0.007759     -109.853648          160.15       39.31        1.56
    0.490400        0.007759        0.007759     -109.493648          160.51       39.31        1.56
    0.490450        0.007759        0.007759     -109.133648          160.87       39.31        1.56
    0.490500        0.007759        0.007759     -108.773648          161.23       39.31        1.56
    0.490550        0.007759        0.007759     -108.413648          161.59       39.31        1.56
    0.490600        0.007759        0.007759     -108.053648          161.95       39.31        1.56
    0.490650        0.007759        0.007759     -107.693648          162.31       39.31        1.56
    0.490700        0.007759        0.007759     -107.333648          162.67       39.31        1.56
    0.490750        0.007759        0.007759     -106.973648          163.03       39.31        1.56
    0.490800        0.007759        0.007759     -106.613648          163.39       39.31        1.56
    0.490850        0.007759        0.007759     -106.253648          163.75       39.31        1.56
    0.490900        0.007759        0.007759     -105.893648          164.11       39.31        1.56
    0.490950        0.007759        0.007759     -105.533648          164.47       39.31        1.56
    0.491000        0.007759        0.007759     -105.173648          164.83       39.31        1.56
    0.491050        0.007759        0.007759     -104.813648          165.19       39.31        1.56
    0.491100        0.007759        0.007759     -104.453648          165.55       39.31        1.56
    0.491150        0.007759        0.007759     -104.093648          165.91       39.31        1.56
    0.491200        0.007759        0.007759     -103.733648          166.27       39.31        1.56
    0.491250        0.007759        0.007759     -103.373648          166.63       39.31        1.56
    0.491300        0.007759        0.007759     -103.013648          166.99       39.31        1.56
    0.491350        0.007759        0.007759     -102.653648          167.35       39.31        1.56
    0.491400        0.007759        0.007759     -102.293648          167.71       39.31        1.56
    0.491450        0.007759        0.007759     -101.933648          168.07       39.31        1.56
    0.491500        0.007759        0.007759     -101.573648          168.43       39.31        1.56
    0.491550        0.007759        0.007759     -101.213648          168.79       39.31        1.56
    0.491600        0.007759        0.007759     -100.853648          169.15       39.31        1.56
    0.491650        0.007759        0.007759     -100.493648          169.51       39.31        1.56
    0.491700        0.007759        0.007759     -100.133648          169.87       39.31        1.56
    0.491750        0.007759        0.007759      -99.773648          170.23       39.31        1.56
    0.491800        0.007759        0.007759      -99.413648          170.59       39.31        1.56
    0.491850        0.007759        0.007759      -99.053648          170.95       39.31        1.56
    0.491900        0.007759        0.007759      -98.693648          171.31       39.31        1.56
    0.491950        0.007759        0.007759      -98.333648          171.67       39.31        1.56
    0.492000        0.007759        0.007759      -97.973648          172.03       39.31        1.56
    0.492050        0.007759        0.007759      -97.613648          172.39       39.31        1.56
    0.492100        0.007759        0.007759      -97.253648          172.75       39.31        1.56
    0.492150        0.007759        0.007759      -96.893648          173.11       39.31        1.56
    0.492200        0.007759        0.007759      -96.533648          173.47       39.31        1.56
    0.492250        0.007759        0.007759      -96.173648          173.83       39.31        1.56
    0.492300        0.007759        0.007759      -95.813648          174.19       39.31        1.56
    0.492350        0.007759        0.007759      -95.453648          174.55       39.31        1.56
    0.492400        0.007759        0.007759      -95.093648          174.91       39.31        1.56
    0.492450        0.007759        0.007759      -94.733648          175.27       39.31        1.56
    0.492500        0.007759        0.007759      -94.373648          175.63       39.31        1.56
    0.492550        0.007759        0.007759      -94.013648          175.99       39.31        1.56
    0.492600        0.007759        0.007759      -93.653648          176.35       39.31        1.56
    0.492650        0.007759        0.007759      -93.293648          176.71       39.31        1.56
    0.492700        0.007759        0.007759      -92.933648          177.07       39.31        1.56
    0.492750        0.007759        0.007759      -92.573648          177.43       39.31        1.56
    0.492800        0.007759        0.007759      -92.213648          177.79       39.31        1.56
    0.492850        0.007759        0.007759      -91.853648          178.15       39.31        1.56
    0.492900        0.007759        0.007759      -91.493648          178.51       39.31        1.56
    0.492950        0.007759        0.007759      -91.133648          178.87       39.31        1.56
    0.493000        0.007759        0.007759      -90.773648          179.23       39.31        1.56
    0.493050        0.007759        0.007759      -90.413648          179.59       39.31        1.56
    0.493100        0.007759        0.007759      -90.053648          179.95       39.31        1.56
    0.493150        0.007759        0.007759      -89.693648         -179.69       39.31        1.56
    0.493200        0.007759        0.007759      -89.333648         -179.33       39.31        1.56
    0.493250        0.007759        0.007759      -88.973648         -178.97       39.31        1.56
    0.493300        0.007759        0.007759      -88.613648         -178.61       39.31        1.56
    0.493350        0.007759        0.007759      -88.253648         -178.25       39.31        1.56
    0.493400        0.007759        0.007759      -87.893648         -177.89       39.31        1.56
    0.493450        0.007759        0.007759      -87.533648         -177.53       39.31        1.56
    0.493500        0.007759        0.007759      -87.173648         -177.17       39.31        1.56
    0.493550        0.007759        0.007759      -86.813648         -176.81       39.31        1.56
    0.493600        0.007759        0.007759      -86.453648         -176.45       39.31        1.56
    0.493650        0.007759        0.007759      -86.093648         -176.09       39.31        1.56
    0.493700        0.007759        0.007759      -85.733648         -175.73       39.31        1.56
    0.493750        0.007759        0.007759      -85.373648         -175.37       39.31        1.56
    0.493800        0.007759        0.007759      -85.013648         -175.01       39.31        1.56
    0.493850        0.007759        0.007759      -84.653648         -174.65       39.31        1.56
    0.493900        0.007759        0.007759      -84.293648         -174.29       39.31        1.56
    0.493950        0.007759        0.007759      -83.933648         -173.93       39.31        1.56
    0.494000        0.007759        0.007759      -83.573648         -173.57       39.31        1.56
    0.494050        0.007759        0.007759      -83.213648         -173.21       39.31        1.56
    0.494100        0.007759        0.007759      -82.853648         -172.85       39.31        1.56
    0.494150        0.007759        0.007759      -82.493648         -172.49       39.31        1.56
    0.494200        0.007759        0.007759      -82.133648         -172.13       39.31        1.56
    0.494250        0.007759        0.007759      -81.773648         -171.77       39.31        1.56
    0.494300        0.007759        0.007759      -81.413648         -171.41       39.31        1.56
    0.494350        0.007759        0.007759      -81.053648         -171.05       39.31        1.56
    0.494400        0.007759        0.007759      -80.693648         -170.69       39.31        1.56
    0.494450        0.007759        0.007759      -80.333648         -170.33       39.31        1.56
    0.494500        0.007759        0.007759      -79.973648         -169.97       39.31        1.56
    0.494550        0.007759        0.007759      -79.613648         -169.61       39.31        1.56
    0.494600        0.007759        0.007759      -79.253648         -169.25       39.31        1.56
    0.494650        0.007759        0.007759      -78.893648         -168.89       39.31        1.56
    0.494700        0.007759        0.007759      -78.533648         -168.53       39.31        1.56
    0.494750        0.007759        0.007759      -78.173648         -168.17       39.31        1.56
    0.494800        0.007759        0.007759      -77.813648         -167.81       39.31        1.56
    0.494850        0.007759        0.007759      -77.453648         -167.45       39.31        1.56
    0.494900        0.007759        0.007759      -77.093648         -167.09       39.31        1.56
    0.494950        0.007759        0.007759      -76.733648         -166.73       39.31        1.56
    0.495000        0.007759        0.007759      -76.373648         -166.37       39.31        1.56
    0.495050        0.007759        0.007759      -76.013648         -166.01       39.31        1.56
    0.495100        0.007759        0.007759      -75.653648         -165.65       39.31        1.56
    0.495150        0.007759        0.007759      -75.293648         -165.29       39.31        1.56
    0.495200        0.007759        0.007759      -74.933648         -164.93       39.31        1.56
    0.495250        0.007759        0.007759      -74.573648         -164.57       39.31        1.56
    0.495300        0.007759        0.007759      -74.213648         -164.21       39.31        1.56
    0.495350        0.007759        0.007759      -73.853648         -163.85       39.31        1.56
    0.495400        0.007759        0.007759      -73.493648         -163.49       39.31        1.56
    0.495450        0.007759        0.007759      -73.133648         -163.13       39.31        1.56
    0.495500        0.007759        0.007759      -72.773648         -162.77       39.31        1.56
    0.495550        0.007759        0.007759      -72.413648         -162.41       39.31        1.56
    0.495600        0.007759        0.007759      -72.053648         -162.05       39.31        1.56
    0.495650        0.007759        0.007759      -71.693648         -161.69       39.31        1.56
    0.495700        0.007759        0.007759      -71.333648         -161.33       39.31        1.56
    0.495750        0.007759        0.007759      -70.973648         -160.97       39.31        1.56
    0.495800        0.007759        0.007759      -70.613648         -160.61       39.31        1.56
    0.495850        0.007759        0.007759      -70.253648         -160.25       39.31        1.56
    0.495900        0.007759        0.007759      -69.893648         -159.89       39.31        1.56
    0.495950        0.007759        0.007759      -69.533648         -159.53       39.31        1.56
    0.496000        0.007759        0.007759      -69.173648         -159.17       39.31        1.56
    0.496050        0.007759        0.007759      -68.813648         -158.81       39.31        1.56
    0.496100        0.007759        0.007759      -68.453648         -158.45       39.31        1.56
    0.496150        0.007759        0.007759      -68.093648         -158.09       39.31        1.56
    0.496200        0.007759        0.007759      -67.733648         -157.73       39.31        1.56
    0.496250        0.007759        0.007759      -67.373648         -157.37       39.31        1.56
    0.496300        0.007759        0.007759      -67.013648         -157.01       39.31        1.56
    0.496350        0.007759        0.007759      -66.653648         -156.65       39.31        1.56
    0.496400        0.007759        0.007759      -66.293648         -156.29       39.31        1.56
    0.496450        0.007759        0.007759      -65.933648         -155.93       39.31        1.56
    0.496500        0.007759        0.007759      -65.573648         -155.57       39.31        1.56
    0.496550        0.007759        0.007759      -65.213648         -155.21       39.31        1.56
    0.496600        0.007759        0.007759      -64.853648         -154.85       39.31        1.56
    0.496650        0.007759        0.007759      -64.493648         -154.49       39.31        1.56
    0.496700        0.007759        0.007759      -64.133648         -154.13       39.31        1.56
    0.496750        0.007759        0.007759      -63.773648         -153.77       39.31        1.56
    0.496800        0.007759        0.007759      -63.413648         -153.41       39.31        1.56
    0.496850        0.007759        0.007759      -63.053648         -153.05       39.31        1.56
    0.496900        0.007759        0.007759      -62.693648         -152.69       39.31        1.56
    0.496950        0.007759        0.007759      -62.333648         -152.33       39.31        1.56
    0.497000        0.007759        0.007759      -61.973648         -151.97       39.31        1.56
    0.497050        0.007759        0.007759      -61.613648         -151.61       39.31        1.56
    0.497100        0.007759        0.007759      -61.253648         -151.25       39.31        1.56
    0.497150        0.007759        0.007759      -60.893648         -150.89       39.31        1.56
    0.497200        0.007759        0.007759      -60.533648         -150.53       39.31        1.56
    0.497250        0.007759        0.007759      -60.173648         -150.17       39.31        1.56
    0.497300        0.007759        0.007759      -59.813648         -149.81       39.31        1.56
    0.497350        0.007759        0.007759      -59.453648         -149.45       39.31        1.56
    0.497400        0.007759        0.007759      -59.093648         -149.09       39.31        1.56
    0.497450        0.007759        0.007759      -58.733648         -148.73       39.31        1.56
    0.497500        0.007759        0.007759      -58.373648         -148.37       39.31        1.56
    0.497550        0.007759        0.007759      -58.013648         -148.01       39.31        1.56
    0.497600        0.007759        0.007759      -57.653648         -147.65       39.31        1.56
    0.497650        0.007759        0.007759      -57.293648         -147.29       39.31        1.56
    0.497700        0.007759        0.007759      -56.933648         -146.93       39.31        1.56
    0.497750        0.007759        0.007759      -56.573648         -146.57       39.31        1.56
    0.497800        0.007759        0.007759      -56.213648         -146.21       39.31        1.56
    0.497850        0.007759        0.007759      -55.853648         -145.85       39.31        1.56
    0.497900        0.007759        0.007759      -55.493648         -145.49       39.31        1.56
    0.497950        0.007759        0.007759      -55.133648         -145.13       39.31        1.56
    0.498000        0.007759        0.007759      -54.773648         -144.77       39.31        1.56
    0.498050        0.007759        0.007759      -54.413648         -144.41       39.31        1.56
