    Freq(Hz)    Mag(0,0)  Phase(0,0)    Freq(Hz)    Mag(0,1)  Phase(0,1)    Freq(Hz)    Mag(0,2)  Phase(0,2)    Freq(Hz)    Mag(1,0)  Phase(1,0)    Freq(Hz)    Mag(1,1)  Phase(1,1)    Freq(Hz)    Mag(1,2)  Phase(1,2)    Freq(Hz)    Mag(2,0)  Phase(2,0)    Freq(Hz)    Mag(2,1)  Phase(2,1)    Freq(Hz)    Mag(2,2)  Phase(2,2)
      106.00      0.0000     -180.00      106.00      0.0000        0.00      106.00      0.0000        0.00      106.00      0.0000        0.00      106.00      0.0000     -180.00      106.00      0.0000        0.00      106.00      0.0000        0.00      106.00      0.0000        0.00      106.00      0.0000     -180.00
      107.00      0.0000     -180.00      107.00      0.0000        0.00      107.00      0.0000        0.00      107.00      0.0000        0.00      107.00      0.0000     -180.00      107.00      0.0000        0.00      107.00      0.0000        0.00      107.00      0.0000        0.00      107.00      0.0000     -180.00
      108.00      0.0000     -180.00      108.00      0.0000        0.00      108.00      0.0000        0.00      108.00      0.0000        0.00      108.00      0.0000     -180.00      108.00      0.0000        0.00      108.00      0.0000        0.00      108.00      0.0000        0.00      108.00      0.0000     -180.00
      109.00      0.0000     -180.00      109.00      0.0000        0.00      109.00      0.0000        0.00      109.00      0.0000        0.00      109.00      0.0000     -180.00      109.00      0.0000        0.00      109.00      0.0000        0.00      109.00      0.0000        0.00      109.00      0.0000     -180.00
      110.00      0.0000     -180.00      110.00      0.0000        0.00      110.00      0.0000        0.00      110.00      0.0000        0.00      110.00      0.0000     -180.00      110.00      0.0000        0.00      110.00      0.0000        0.00      110.00      0.0000        0.00      110.00      0.0000     -180.00
      111.00      0.0000     -180.00      111.00      0.0000        0.00      111.00      0.0000        0.00      111.00      0.0000        0.00      111.00      0.0000     -180.00      111.00      0.0000        0.00      111.00      0.0000        0.00      111.00      0.0000        0.00      111.00      0.0000     -180.00
      112.00      0.0000     -180.00      112.00      0.0000        0.00      112.00      0.0000        0.00      112.00      0.0000        0.00      112.00      0.0000     -180.00      112.00      0.0000        0.00      112.00      0.0000        0.00      112.00      0.0000        0.00      112.00      0.0000     -180.00
      113.00      0.0000     -180.00      113.00      0.0000        0.00      113.00      0.0000        0.00      113.00      0.0000        0.00      113.00      0.0000     -180.00      113.00      0.0000        0.00      113.00      0.0000        0.00      113.00      0.0000        0.00      113.00      0.0000     -180.00
      114.00      0.0000     -180.00      114.00      0.0000        0.00      114.00      0.0000        0.00      114.00      0.0000        0.00      114.00      0.0000     -180.00      114.00      0.0000        0.00      114.00      0.0000        0.00      114.00      0.0000        0.00      114.00      0.0000     -180.00
      115.00      0.0000     -180.00      115.00      0.0000        0.00      115.00      0.0000        0.00      115.00      0.0000        0.00      115.00      0.0000     -180.00      115.00      0.0000        0.00      115.00      0.0000        0.00      115.00      0.0000        0.00      115.00      0.0000     -180.00
      116.00      0.0000     -180.00      116.00      0.0000        0.00      116.00      0.0000        0.00      116.00      0.0000        0.00      116.00      0.0000     -180.00      116.00      0.0000        0.00      116.00      0.0000        0.00      116.00      0.0000        0.00      116.00      0.0000     -180.00
      117.00      0.0000     -180.00      117.00      0.0000        0.00      117.00      0.0000        0.00      117.00      0.0000        0.00      117.00      0.0000     -180.00      117.00      0.0000        0.00      117.00      0.0000        0.00      117.00      0.0000        0.00      117.00      0.0000     -180.00
      118.00      0.0000     -180.00      118.00      0.0000        0.00      118.00      0.0000        0.00      118.00      0.0000        0.00      118.00      0.0000     -180.00      118.00      0.0000        0.00      118.00      0.0000        0.00      118.00      0.0000        0.00      118.00      0.0000     -180.00
      119.00      0.0000     -180.00      119.00      0.0000        0.00      119.00      0.0000        0.00      119.00      0.0000        0.00      119.00      0.0000     -180.00      119.00      0.0000        0.00      119.00      0.0000        0.00      119.00      0.0000        0.00      119.00      0.0000     -180.00
      120.00      0.0000     -180.00      120.00      0.0000        0.00      120.00      0.0000        0.00      120.00      0.0000        0.00      120.00      0.0000     -180.00      120.00      0.0000        0.00      120.00      0.0000        0.00      120.00      0.0000        0.00      120.00      0.0000     -180.00
      121.00      0.0000     -180.00      121.00      0.0000        0.00      121.00      0.0000        0.00      121.00      0.0000        0.00      121.00      0.0000     -180.00      121.00      0.0000        0.00      121.00      0.0000        0.00      121.00      0.0000        0.00      121.00      0.0000     -180.00
      122.00      0.0000     -180.00      122.00      0.0000        0.00      122.00      0.0000        0.00      122.00      0.0000        0.00      122.00      0.0000     -180.00      122.00      0.0000        0.00      122.00      0.0000        0.00      122.00      0.0000        0.00      122.00      0.0000     -180.00
      123.00      0.0000     -180.00      123.00      0.0000        0.00      123.00      0.0000        0.00      123.00      0.0000        0.00      123.00      0.0000     -180.00      123.00      0.0000        0.00      123.00      0.0000        0.00      123.00      0.0000        0.00      123.00      0.0000     -180.00
      124.00      0.0000     -180.00      124.00      0.0000        0.00      124.00      0.0000        0.00      124.00      0.0000        0.00      124.00      0.0000     -180.00      124.00      0.0000        0.00      124.00      0.0000        0.00      124.00      0.0000        0.00      124.00      0.0000     -180.00
      125.00      0.0000     -180.00      125.00      0.0000        0.00      125.00      0.0000        0.00      125.00      0.0000        0.00      125.00      0.0000     -180.00      125.00      0.0000        0.00      125.00      0.0000        0.00      125.00      0.0000        0.00      125.00      0.0000     -180.00
      126.00      0.0000     -180.00      126.00      0.0000        0.00      126.00      0.0000        0.00      126.00      0.0000        0.00      126.00      0.0000     -180.00      126.00      0.0000        0.00      126.00      0.0000        0.00      126.00      0.0000        0.00      126.00      0.0000     -180.00
      127.00      0.0000     -180.00      127.00      0.0000        0.00      127.00      0.0000        0.00      127.00      0.0000        0.00      127.00      0.0000     -180.00      127.00      0.0000        0.00      127.00      0.0000        0.00      127.00      0.0000        0.00      127.00      0.0000     -180.00
      128.00      0.0000     -180.00      128.00      0.0000        0.00      128.00      0.0000        0.00      128.00      0.0000        0.00      128.00      0.0000     -180.00      128.00      0.0000        0.00      128.00      0.0000        0.00      128.00      0.0000        0.00      128.00      0.0000     -180.00
      129.00      0.0000     -180.00      129.00      0.0000        0.00      129.00      0.0000        0.00      129.00      0.0000        0.00      129.00      0.0000     -180.00      129.00      0.0000        0.00      129.00      0.0000        0.00      129.00      0.0000        0.00      129.00      0.0000     -180.00
      130.00      0.0000     -180.00      130.00      0.0000        0.00      130.00      0.0000        0.00      130.00      0.0000        0.00      130.00      0.0000     -180.00      130.00      0.0000        0.00      130.00      0.0000        0.00      130.00      0.0000        0.00      130.00      0.0000     -180.00
      131.00      0.0000     -180.00      131.00      0.0000        0.00      131.00      0.0000        0.00      131.00      0.0000        0.00      131.00      0.0000     -180.00      131.00      0.0000        0.00      131.00      0.0000        0.00      131.00      0.0000        0.00      131.00      0.0000     -180.00
      132.00      0.0000     -180.00      132.00      0.0000        0.00      132.00      0.0000        0.00      132.00      0.0000        0.00      132.00      0.0000     -180.00      132.00      0.0000        0.00      132.00      0.0000        0.00      132.00      0.0000        0.00      132.00      0.0000     -180.00
      133.00      0.0000     -180.00      133.00      0.0000        0.00      133.00      0.0000        0.00      133.00      0.0000        0.00      133.00      0.0000     -180.00      133.00      0.0000        0.00      133.00      0.0000        0.00      133.00      0.0000        0.00      133.00      0.0000     -180.00
      134.00      0.0000     -180.00      134.00      0.0000        0.00      134.00      0.0000        0.00      134.00      0.0000        0.00      134.00      0.0000     -180.00      134.00      0.0000        0.00      134.00      0.0000        0.00      134.00      0.0000        0.00      134.00      0.0000     -180.00
      135.00      0.0000     -180.00      135.00      0.0000        0.00      135.00      0.0000        0.00      135.00      0.0000        0.00      135.00      0.0000     -180.00      135.00      0.0000        0.00      135.00      0.0000        0.00      135.00      0.0000        0.00      135.00      0.0000     -180.00
      136.00      0.0000     -180.00      136.00      0.0000        0.00      136.00      0.0000        0.00      136.00      0.0000        0.00      136.00      0.0000     -180.00      136.00      0.0000        0.00      136.00      0.0000        0.00      136.00      0.0000        0.00      136.00      0.0000     -180.00
      137.00      0.0000     -180.00      137.00      0.0000        0.00      137.00      0.0000        0.00      137.00      0.0000        0.00      137.00      0.0000     -180.00      137.00      0.0000        0.00      137.00      0.0000        0.00      137.00      0.0000        0.00      137.00      0.0000     -180.00
      138.00      0.0000     -180.00      138.00      0.0000        0.00      138.00      0.0000        0.00      138.00      0.0000        0.00      138.00      0.0000     -180.00      138.00      0.0000        0.00      138.00      0.0000        0.00      138.00      0.0000        0.00      138.00      0.0000     -180.00
      139.00      0.0000     -180.00      139.00      0.0000        0.00      139.00      0.0000        0.00      139.00      0.0000        0.00      139.00      0.0000     -180.00      139.00      0.0000        0.00      139.00      0.0000        0.00      139.00      0.0000        0.00      139.00      0.0000     -180.00
      140.00      0.0000     -180.00      140.00      0.0000        0.00      140.00      0.0000        0.00      140.00      0.0000        0.00      140.00      0.0000     -180.00      140.00      0.0000        0.00      140.00      0.0000        0.00      140.00      0.0000        0.00      140.00      0.0000     -180.00
      141.00      0.0000     -180.00      141.00      0.0000        0.00      141.00      0.0000        0.00      141.00      0.0000        0.00      141.00      0.0000     -180.00      141.00      0.0000        0.00      141.00      0.0000        0.00      141.00      0.0000        0.00      141.00      0.0000     -180.00
      142.00      0.0000     -180.00      142.00      0.0000        0.00      142.00      0.0000        0.00      142.00      0.0000        0.00      142.00      0.0000     -180.00      142.00      0.0000        0.00      142.00      0.0000        0.00      142.00      0.0000        0.00      142.00      0.0000     -180.00
      143.00      0.0000     -180.00      143.00      0.0000        0.00      143.00      0.0000        0.00      143.00      0.0000        0.00      143.00      0.0000     -180.00      143.00      0.0000        0.00      143.00      0.0000        0.00      143.00      0.0000        0.00      143.00      0.0000     -180.00
      144.00      0.0000     -180.00      144.00      0.0000        0.00      144.00      0.0000        0.00      144.00      0.0000        0.00      144.00      0.0000     -180.00      144.00      0.0000        0.00      144.00      0.0000        0.00      144.00      0.0000        0.00      144.00      0.0000     -180.00
      145.00      0.0000     -180.00      145.00      0.0000        0.00      145.00      0.0000        0.00      145.00      0.0000        0.00      145.00      0.0000     -180.00      145.00      0.0000        0.00      145.00      0.0000        0.00      145.00      0.0000        0.00      145.00      0.0000     -180.00
      146.00      0.0000     -180.00      146.00      0.0000        0.00      146.00      0.0000        0.00      146.00      0.0000        0.00      146.00      0.0000     -180.00      146.00      0.0000        0.00      146.00      0.0000        0.00      146.00      0.0000        0.00      146.00      0.0000     -180.00
      147.00      0.0000     -180.00      147.00      0.0000        0.00      147.00      0.0000        0.00      147.00      0.0000        0.00      147.00      0.0000     -180.00      147.00      0.0000        0.00      147.00      0.0000        0.00      147.00      0.0000        0.00      147.00      0.0000     -180.00
      148.00      0.0000     -180.00      148.00      0.0000        0.00      148.00      0.0000        0.00      148.00      0.0000        0.00      148.00      0.0000     -180.00      148.00      0.0000        0.00      148.00      0.0000        0.00      148.00      0.0000        0.00      148.00      0.0000     -180.00
      149.00      0.0000     -180.00      149.00      0.0000        0.00      149.00      0.0000        0.00      149.00      0.0000        0.00      149.00      0.0000     -180.00      149.00      0.0000        0.00      149.00      0.0000        0.00      149.00      0.0000        0.00      149.00      0.0000     -180.00
      150.00      0.0000     -180.00      150.00      0.0000        0.00      150.00      0.0000        0.00      150.00      0.0000        0.00      150.00      0.0000     -180.00      150.00      0.0000        0.00      150.00      0.0000        0.00      150.00      0.0000        0.00      150.00      0.0000     -180.00
      151.00      0.0000     -180.00      151.00      0.0000        0.00      151.00      0.0000        0.00      151.00      0.0000        0.00      151.00      0.0000     -180.00      151.00      0.0000        0.00      151.00      0.0000        0.00      151.00      0.0000        0.00      151.00      0.0000     -180.00
      152.00      0.0000     -180.00      152.00      0.0000        0.00      152.00      0.0000        0.00      152.00      0.0000        0.00      152.00      0.0000     -180.00      152.00      0.0000        0.00      152.00      0.0000        0.00      152.00      0.0000        0.00      152.00      0.0000     -180.00
      153.00      0.0000     -180.00      153.00      0.0000        0.00      153.00      0.0000        0.00      153.00      0.0000        0.00      153.00      0.0000     -180.00      153.00      0.0000        0.00      153.00      0.0000        0.00      153.00      0.0000        0.00      153.00      0.0000     -180.00
      154.00      0.0000     -180.00      154.00      0.0000        0.00      154.00      0.0000        0.00      154.00      0.0000        0.00      154.00      0.0000     -180.00      154.00      0.0000        0.00      154.00      0.0000        0.00      154.00      0.0000        0.00      154.00      0.0000     -180.00
      155.00      0.0000     -180.00      155.00      0.0000        0.00      155.00      0.0000        0.00      155.00      0.0000        0.00      155.00      0.0000     -180.00      155.00      0.0000        0.00      155.00      0.0000        0.00      155.00      0.0000        0.00      155.00      0.0000     -180.00
      156.00      0.0000     -180.00      156.00      0.0000        0.00      156.00      0.0000        0.00      156.00      0.0000        0.00      156.00      0.0000     -180.00      156.00      0.0000        0.00      156.00      0.0000        0.00      156.00      0.0000        0.00      156.00      0.0000     -180.00
      157.00      0.0000     -180.00      157.00      0.0000        0.00      157.00      0.0000        0.00      157.00      0.0000        0.00      157.00      0.0000     -180.00      157.00      0.0000        0.00      157.00      0.0000        0.00      157.00      0.0000        0.00      157.00      0.0000     -180.00
      158.00      0.0000     -180.00      158.00      0.0000        0.00      158.00      0.0000        0.00      158.00      0.0000        0.00      158.00      0.0000     -180.00      158.00      0.0000        0.00      158.00      0.0000        0.00      158.00      0.0000        0.00      158.00      0.0000     -180.00
      159.00      0.0000     -180.00      159.00      0.0000        0.00      159.00      0.0000        0.00      159.00      0.0000        0.00      159.00      0.0000     -180.00      159.00      0.0000        0.00      159.00      0.0000        0.00      159.00      0.0000        0.00      159.00      0.0000     -180.00
      160.00      0.0000     -180.00      160.00      0.0000        0.00      160.00      0.0000        0.00      160.00      0.0000        0.00      160.00      0.0000     -180.00      160.00      0.0000        0.00      160.00      0.0000        0.00      160.00      0.0000        0.00      160.00      0.0000     -180.00
      161.00      0.0000     -180.00      161.00      0.0000        0.00      161.00      0.0000        0.00      161.00      0.0000        0.00      161.00      0.0000     -180.00      161.00      0.0000        0.00      161.00      0.0000        0.00      161.00      0.0000        0.00      161.00      0.0000     -180.00
      162.00      0.0000     -180.00      162.00      0.0000        0.00      162.00      0.0000        0.00      162.00      0.0000        0.00      162.00      0.0000     -180.00      162.00      0.0000        0.00      162.00      0.0000        0.00      162.00      0.0000        0.00      162.00      0.0000     -180.00
      163.00      0.0000     -180.00      163.00      0.0000        0.00      163.00      0.0000        0.00      163.00      0.0000        0.00      163.00      0.0000     -180.00      163.00      0.0000        0.00      163.00      0.0000        0.00      163.00      0.0000        0.00      163.00      0.0000     -180.00
      164.00      0.0000     -180.00      164.00      0.0000        0.00      164.00      0.0000        0.00      164.00      0.0000        0.00      164.00      0.0000     -180.00      164.00      0.0000        0.00      164.00      0.0000        0.00      164.00      0.0000        0.00      164.00      0.0000     -180.00
      165.00      0.0000     -180.00      165.00      0.0000        0.00      165.00      0.0000        0.00      165.00      0.0000        0.00      165.00      0.0000     -180.00      165.00      0.0000        0.00      165.00      0.0000        0.00      165.00      0.0000        0.00      165.00      0.0000     -180.00
      166.00      0.0000     -180.00      166.00      0.0000        0.00      166.00      0.0000        0.00      166.00      0.0000        0.00      166.00      0.0000     -180.00      166.00      0.0000        0.00      166.00      0.0000        0.00      166.00      0.0000        0.00      166.00      0.0000     -180.00
      167.00      0.0000     -180.00      167.00      0.0000        0.00      167.00      0.0000        0.00      167.00      0.0000        0.00      167.00      0.0000     -180.00      167.00      0.0000        0.00      167.00      0.0000        0.00      167.00      0.0000        0.00      167.00      0.0000     -180.00
      168.00      0.0000     -180.00      168.00      0.0000        0.00      168.00      0.0000        0.00      168.00      0.0000        0.00      168.00      0.0000     -180.00      168.00      0.0000        0.00      168.00      0.0000        0.00      168.00      0.0000        0.00      168.00      0.0000     -180.00
      169.00      0.0000     -180.00      169.00      0.0000        0.00      169.00      0.0000        0.00      169.00      0.0000        0.00      169.00      0.0000     -180.00      169.00      0.0000        0.00      169.00      0.0000        0.00      169.00      0.0000        0.00      169.00      0.0000     -180.00
      170.00      0.0000     -180.00      170.00      0.0000        0.00      170.00      0.0000        0.00      170.00      0.0000        0.00      170.00      0.0000     -180.00      170.00      0.0000        0.00      170.00      0.0000        0.00      170.00      0.0000        0.00      170.00      0.0000     -180.00
      171.00      0.0000     -180.00      171.00      0.0000        0.00      171.00      0.0000        0.00      171.00      0.0000        0.00      171.00      0.0000     -180.00      171.00      0.0000        0.00      171.00      0.0000        0.00      171.00      0.0000        0.00      171.00      0.0000     -180.00
      172.00      0.0000     -180.00      172.00      0.0000        0.00      172.00      0.0000        0.00      172.00      0.0000        0.00      172.00      0.0000     -180.00      172.00      0.0000        0.00      172.00      0.0000        0.00      172.00      0.0000        0.00      172.00      0.0000     -180.00
      173.00      0.0000     -180.00      173.00      0.0000        0.00      173.00      0.0000        0.00      173.00      0.0000        0.00      173.00      0.0000     -180.00      173.00      0.0000        0.00      173.00      0.0000        0.00      173.00      0.0000        0.00      173.00      0.0000     -180.00
      174.00      0.0000     -180.00      174.00      0.0000        0.00      174.00      0.0000        0.00      174.00      0.0000        0.00      174.00      0.0000     -180.00      174.00      0.0000        0.00      174.00      0.0000        0.00      174.00      0.0000        0.00      174.00      0.0000     -180.00
      175.00      0.0000     -180.00      175.00      0.0000        0.00      175.00      0.0000        0.00      175.00      0.0000        0.00      175.00      0.0000     -180.00      175.00      0.0000        0.00      175.00      0.0000        0.00      175.00      0.0000        0.00      175.00      0.0000     -180.00
      176.00      0.0000     -180.00      176.00      0.0000        0.00      176.00      0.0000        0.00      176.00      0.0000        0.00      176.00      0.0000     -180.00      176.00      0.0000        0.00      176.00      0.0000        0.00      176.00      0.0000        0.00      176.00      0.0000     -180.00
      177.00      0.0000     -180.00      177.00      0.0000        0.00      177.00      0.0000        0.00      177.00      0.0000        0.00      177.00      0.0000     -180.00      177.00      0.0000        0.00      177.00      0.0000        0.00      177.00      0.0000        0.00      177.00      0.0000     -180.00
      178.00      0.0000     -180.00      178.00      0.0000        0.00      178.00      0.0000        0.00      178.00      0.0000        0.00      178.00      0.0000     -180.00      178.00      0.0000        0.00      178.00      0.0000        0.00      178.00      0.0000        0.00      178.00      0.0000     -180.00
      179.00      0.0000     -180.00      179.00      0.0000        0.00      179.00      0.0000        0.00      179.00      0.0000        0.00      179.00      0.0000     -180.00      179.00      0.0000        0.00      179.00      0.0000        0.00      179.00      0.0000        0.00      179.00      0.0000     -180.00
      180.00      0.0000     -180.00      180.00      0.0000        0.00      180.00      0.0000        0.00      180.00      0.0000        0.00      180.00      0.0000     -180.00      180.00      0.0000        0.00      180.00      0.0000        0.00      180.00      0.0000        0.00      180.00      0.0000     -180.00
      181.00      0.0000     -180.00      181.00      0.0000        0.00      181.00      0.0000        0.00      181.00      0.0000        0.00      181.00      0.0000     -180.00      181.00      0.0000        0.00      181.00      0.0000        0.00      181.00      0.0000        0.00      181.00      0.0000     -180.00
      182.00      0.0000     -180.00      182.00      0.0000        0.00      182.00      0.0000        0.00      182.00      0.0000        0.00      182.00      0.0000     -180.00      182.00      0.0000        0.00      182.00      0.0000        0.00      182.00      0.0000        0.00      182.00      0.0000     -180.00
      183.00      0.0000     -180.00      183.00      0.0000        0.00      183.00      0.0000        0.00      183.00      0.0000        0.00      183.00      0.0000     -180.00      183.00      0.0000        0.00      183.00      0.0000        0.00      183.00      0.0000        0.00      183.00      0.0000     -180.00
      184.00      0.0000     -180.00      184.00      0.0000        0.00      184.00      0.0000        0.00      184.00      0.0000        0.00      184.00      0.0000     -180.00      184.00      0.0000        0.00      184.00      0.0000        0.00      184.00      0.0000        0.00      184.00      0.0000     -180.00
      185.00      0.0000     -180.00      185.00      0.0000        0.00      185.00      0.0000        0.00      185.00      0.0000        0.00      185.00      0.0000     -180.00      185.00      0.0000        0.00      185.00      0.0000        0.00      185.00      0.0000        0.00      185.00      0.0000     -180.00
      186.00      0.0000     -180.00      186.00      0.0000        0.00      186.00      0.0000        0.00      186.00      0.0000        0.00      186.00      0.0000     -180.00      186.00      0.0000        0.00      186.00      0.0000        0.00      186.00      0.0000        0.00      186.00      0.0000     -180.00
      187.00      0.0000     -180.00      187.00      0.0000        0.00      187.00      0.0000        0.00      187.00      0.0000        0.00      187.00      0.0000     -180.00      187.00      0.0000        0.00      187.00      0.0000        0.00      187.00      0.0000        0.00      187.00      0.0000     -180.00
      188.00      0.0000     -180.00      188.00      0.0000        0.00      188.00      0.0000        0.00      188.00      0.0000        0.00      188.00      0.0000     -180.00      188.00      0.0000        0.00      188.00      0.0000        0.00      188.00      0.0000        0.00      188.00      0.0000     -180.00
      189.00      0.0000     -180.00      189.00      0.0000        0.00      189.00      0.0000        0.00      189.00      0.0000        0.00      189.00      0.0000     -180.00      189.00      0.0000        0.00      189.00      0.0000        0.00      189.00      0.0000        0.00      189.00      0.0000     -180.00
      190.00      0.0000     -180.00      190.00      0.0000        0.00      190.00      0.0000        0.00      190.00      0.0000        0.00      190.00      0.0000     -180.00      190.00      0.0000        0.00      190.00      0.0000        0.00      190.00      0.0000        0.00      190.00      0.0000     -180.00
      191.00      0.0000     -180.00      191.00      0.0000        0.00      191.00      0.0000        0.00      191.00      0.0000        0.00      191.00      0.0000     -180.00      191.00      0.0000        0.00      191.00      0.0000        0.00      191.00      0.0000        0.00      191.00      0.0000     -180.00
      192.00      0.0000     -180.00      192.00      0.0000        0.00      192.00      0.0000        0.00      192.00      0.0000        0.00      192.00      0.0000     -180.00      192.00      0.0000        0.00      192.00      0.0000        0.00      192.00      0.0000        0.00      192.00      0.0000     -180.00
      193.00      0.0000     -180.00      193.00      0.0000        0.00      193.00      0.0000        0.00      193.00      0.0000        0.00      193.00      0.0000     -180.00      193.00      0.0000        0.00      193.00      0.0000        0.00      193.00      0.0000        0.00      193.00      0.0000     -180.00
      194.00      0.0000     -180.00      194.00      0.0000        0.00      194.00      0.0000        0.00      194.00      0.0000        0.00      194.00      0.0000     -180.00      194.00      0.0000        0.00      194.00      0.0000        0.00      194.00      0.0000        0.00      194.00      0.0000     -180.00
      195.00      0.0000     -180.00      195.00      0.0000        0.00      195.00      0.0000        0.00      195.00      0.0000        0.00      195.00      0.0000     -180.00      195.00      0.0000        0.00      195.00      0.0000        0.00      195.00      0.0000        0.00      195.00      0.0000     -180.00
      196.00      0.0000     -180.00      196.00      0.0000        0.00      196.00      0.0000        0.00      196.00      0.0000        0.00      196.00      0.0000     -180.00      196.00      0.0000        0.00      196.00      0.0000        0.00      196.00      0.0000        0.00      196.00      0.0000     -180.00
      197.00      0.0000     -180.00      197.00      0.0000        0.00      197.00      0.0000        0.00      197.00      0.0000        0.00      197.00      0.0000     -180.00      197.00      0.0000        0.00      197.00      0.0000        0.00      197.00      0.0000        0.00      197.00      0.0000     -180.00
      198.00      0.0000     -180.00      198.00      0.0000        0.00      198.00      0.0000        0.00      198.00      0.0000        0.00      198.00      0.0000     -180.00      198.00      0.0000        0.00      198.00      0.0000        0.00      198.00      0.0000        0.00      198.00      0.0000     -180.00
      199.00      0.0000     -180.00      199.00      0.0000        0.00      199.00      0.0000        0.00      199.00      0.0000        0.00      199.00      0.0000     -180.00      199.00      0.0000        0.00      199.00      0.0000        0.00      199.00      0.0000        0.00      199.00      0.0000     -180.00
      200.00      0.0000     -180.00      200.00      0.0000        0.00      200.00      0.0000        0.00      200.00      0.0000        0.00      200.00      0.0000     -180.00      200.00      0.0000        0.00      200.00      0.0000        0.00      200.00      0.0000        0.00      200.00      0.0000     -180.00

Natural Frequencies:
13.0254
4.90613
9.21425

Hysteretic proportional damping:
Frequencies:
(13.0295,0.325533)
(4.90766,0.122615)
(9.21712,0.230284)
