    0.049087    1.195914    0.049068
    0.147262    0.598682    0.146730
    0.245437    0.598679    0.242980
    0.343611    0.598679    0.336890
    0.441786    0.598679    0.427555
    0.539961    0.598679    0.514102
    0.638135    0.598679    0.595699
    0.736310    0.598679    0.671558
    0.834485    0.598679    0.740951
    0.932660    0.598679    0.803207
    1.030834    0.598679    0.857728
    1.129009    0.598679    0.903989
    1.227184    0.598679    0.941544
    1.325358    0.598679    0.970031
    1.423533    0.598679    0.989176
    1.521708    0.598679    0.998795
    1.619882    0.598679    0.998796
    1.718057    0.598679    0.989177
    1.816232    0.598679    0.970032
    1.914406    0.598679    0.941545
    2.012581    0.598679    0.903990
    2.110756    0.598679    0.857730
    2.208930    0.598679    0.803209
    2.307105    0.598679    0.740952
    2.405280    0.598679    0.671560
    2.503455    0.598679    0.595701
    2.601629    0.598679    0.514105
    2.699804    0.598679    0.427557
    2.797979    0.598679    0.336892
    2.896153    0.598679    0.242983
    2.994328    0.598682    0.146733
    3.092503    1.195914    0.049070
