      0.0000,      0.0000,      0.0000,
      0.0031,      0.0000,      0.5715,
      0.0061,      0.0000,     -0.7187,
      0.0092,      0.0000,     -0.2900,
      0.0123,      0.0000,      0.4287,
      0.0153,      0.0000,      0.1091,
      0.0184,      0.0000,      0.4794,
      0.0215,      0.0000,     -0.9708,
      0.0245,      0.0000,      0.1330,
      0.0276,      0.0000,      0.1781,
      0.0307,      0.0000,      0.3728,
      0.0337,      0.0000,      0.1408,
      0.0368,      0.0000,     -0.9400,
      0.0399,      0.0000,      0.3819,
      0.0430,      0.0000,     -0.0065,
      0.0460,      0.0000,      0.6336,
      0.0491,      0.0000,     -0.3300,
      0.0522,      0.0000,     -0.6487,
      0.0552,      0.0000,      0.3849,
      0.0583,      0.0000,      0.0038,
      0.0614,      0.0000,      0.7218,
      0.0644,      0.0000,     -0.7473,
      0.0675,      0.0000,     -0.2359,
      0.0706,      0.0000,      0.1991,
      0.0736,      0.0000,      0.2247,
      0.0767,      0.0000,      0.5447,
      0.0798,      0.0000,     -0.9441,
      0.0828,      0.0000,      0.1125,
      0.0859,      0.0000,     -0.0230,
      0.0890,      0.0000,      0.5491,
      0.0920,      0.0000,      0.1372,
      0.0951,      0.0000,     -0.8540,
      0.0982,      0.0000,      0.2572,
      0.1012,      0.0000,     -0.1149,
      0.1043,      0.0000,      0.8013,
      0.1074,      0.0000,     -0.3520,
      0.1104,      0.0000,     -0.5426,
      0.1135,      0.0000,      0.1729,
      0.1166,      0.0000,      0.0149,
      0.1197,      0.0000,      0.8274,
      0.1227,      0.0000,     -0.7317,
      0.1258,      0.0000,     -0.1726,
      0.1289,      0.0000,     -0.0416,
      0.1319,      0.0000,      0.3330,
      0.1350,      0.0000,      0.5753,
      0.1381,      0.0000,     -0.8612,
      0.1411,      0.0000,      0.0794,
      0.1442,      0.0000,     -0.2184,
      0.1473,      0.0000,      0.6960,
      0.1503,      0.0000,      0.1239,
      0.1534,      0.0000,     -0.7185,
      0.1565,      0.0000,      0.1118,
      0.1595,      0.0000,     -0.2099,
      0.1626,      0.0000,      0.9220,
      0.1657,      0.0000,     -0.3530,
      0.1687,      0.0000,     -0.4080,
      0.1718,      0.0000,     -0.0521,
      0.1749,      0.0000,      0.0318,
      0.1779,      0.0000,      0.8828,
      0.1810,      0.0000,     -0.6714,
      0.1841,      0.0000,     -0.1050,
      0.1871,      0.0000,     -0.2789,
      0.1902,      0.0000,      0.4265,
      0.1933,      0.0000,      0.5707,
      0.1963,      0.0000,     -0.7265,
      0.1994,      0.0000,      0.0346,
      0.2025,      0.0000,     -0.3966,
      0.2056,      0.0000,      0.8040,
      0.2086,      0.0000,      0.1037,
      0.2117,      0.0000,     -0.5419,
      0.2148,      0.0000,     -0.0460,
      0.2178,      0.0000,     -0.2864,
      0.2209,      0.0000,      0.9881,
      0.2240,      0.0000,     -0.3310,
      0.2270,      0.0000,     -0.2536,
      0.2301,      0.0000,     -0.2768,
      0.2332,      0.0000,      0.0525,
      0.2362,      0.0000,      0.8854,
      0.2393,      0.0000,     -0.5690,
      0.2424,      0.0000,     -0.0379,
      0.2454,      0.0000,     -0.4987,
      0.2485,      0.0000,      0.4986,
      0.2516,      0.0000,      0.5327,
      0.2546,      0.0000,     -0.5479,
      0.2577,      0.0000,     -0.0195,
      0.2608,      0.0000,     -0.5473,
      0.2638,      0.0000,      0.8659,
      0.2669,      0.0000,      0.0795,
      0.2700,      0.0000,     -0.3351,
      0.2730,      0.0000,     -0.2068,
      0.2761,      0.0000,     -0.3409,
      0.2792,      0.0000,      0.9959,
      0.2823,      0.0000,     -0.2860,
      0.2853,      0.0000,     -0.0894,
      0.2884,      0.0000,     -0.4877,
      0.2915,      0.0000,      0.0745,
      0.2945,      0.0000,      0.8359,
      0.2976,      0.0000,     -0.4296,
      0.3007,      0.0000,      0.0240,
      0.3037,      0.0000,     -0.6880,
      0.3068,      0.0000,      0.5435,
      0.3099,      0.0000,      0.4651,
      0.3129,      0.0000,     -0.3357,
      0.3160,      0.0000,     -0.0800,
      0.3191,      0.0000,     -0.6624,
      0.3221,      0.0000,      0.8771,
      0.3252,      0.0000,      0.0545,
      0.3283,      0.0000,     -0.1108,
      0.3313,      0.0000,     -0.3607,
      0.3344,      0.0000,     -0.3713,
      0.3375,      0.0000,      0.9447,
      0.3405,      0.0000,     -0.2192,
      0.3436,      0.0000,      0.0746,
      0.3467,      0.0000,     -0.6718,
      0.3497,      0.0000,      0.0946,
      0.3528,      0.0000,      0.7380,
      0.3559,      0.0000,     -0.2609,
      0.3590,      0.0000,      0.0772,
      0.3620,      0.0000,     -0.8357,
      0.3651,      0.0000,      0.5571,
      0.3682,      0.0000,      0.3734,
      0.3712,      0.0000,     -0.1024,
      0.3743,      0.0000,     -0.1427,
      0.3774,      0.0000,     -0.7356,
      0.3804,      0.0000,      0.8360,
      0.3835,      0.0000,      0.0317,
      0.3866,      0.0000,      0.1176,
      0.3896,      0.0000,     -0.4981,
      0.3927,      0.0000,     -0.3775,
      0.3958,      0.0000,      0.8376,
      0.3988,      0.0000,     -0.1335,
      0.4019,      0.0000,      0.2285,
      0.4050,      0.0000,     -0.8179,
      0.4080,      0.0000,      0.1101,
      0.4111,      0.0000,      0.5985,
      0.4142,      0.0000,     -0.0724,
      0.4172,      0.0000,      0.1187,
      0.4203,      0.0000,     -0.9332,
      0.4234,      0.0000,      0.5369,
      0.4264,      0.0000,      0.2642,
      0.4295,      0.0000,      0.1380,
      0.4326,      0.0000,     -0.2032,
      0.4357,      0.0000,     -0.7638,
      0.4387,      0.0000,      0.7442,
      0.4418,      0.0000,      0.0135,
      0.4449,      0.0000,      0.3364,
      0.4479,      0.0000,     -0.6098,
      0.4510,      0.0000,     -0.3606,
      0.4541,      0.0000,      0.6811,
      0.4571,      0.0000,     -0.0333,
      0.4602,      0.0000,      0.3634,
      0.4633,      0.0000,     -0.9168,
      0.4663,      0.0000,      0.1180,
      0.4694,      0.0000,      0.4263,
      0.4725,      0.0000,      0.1249,
      0.4755,      0.0000,      0.1470,
      0.4786,      0.0000,     -0.9751,
      0.4817,      0.0000,      0.4827,
      0.4847,      0.0000,      0.1450,
      0.4878,      0.0000,      0.3712,
      0.4909,      0.0000,     -0.2567,
      0.4939,      0.0000,     -0.7464,
      0.4970,      0.0000,      0.6065,
      0.5001,      0.0000,      0.0018,
      0.5031,      0.0000,      0.5327,
      0.5062,      0.0000,     -0.6882,
      0.5093,      0.0000,     -0.3234,
      0.5123,      0.0000,      0.4845,
      0.5154,      0.0000,      0.0757,
      0.5185,      0.0000,      0.4721,
      0.5216,      0.0000,     -0.9620,
      0.5246,      0.0000,      0.1161,
      0.5277,      0.0000,      0.2323,
      0.5308,      0.0000,      0.3192,
      0.5338,      0.0000,      0.1616,
      0.5369,      0.0000,     -0.9591,
      0.5400,      0.0000,      0.3964,
      0.5430,      0.0000,      0.0235,
      0.5461,      0.0000,      0.5833,
      0.5492,      0.0000,     -0.2987,
      0.5522,      0.0000,     -0.6856,
