    0.010000      3.5172     22.0314
    0.160000      3.5356     21.9861
    0.640000      3.5954     21.8401
    1.440000      3.6986     21.5932
    2.560000      3.8507     21.2400
    4.410000      4.1240     20.6349
    5.760000      4.3434     20.1738
    7.840000      4.7208     19.4252
    8.410000      4.8339     19.2107
   10.240000      5.2311     18.4889
   10.890000      5.3865     18.2187
   11.560000      5.5560     17.9312
   12.960000      5.9457     17.2960
   14.440000      6.4236     16.5604
   16.810000      7.4105     15.1658
   19.360000      9.2690     12.8769
   23.040000
   27.040000
   31.360000
   36.000000
